source	target	weight	type	network_type
RID00310	Micropterus salmoides	92.00000000000001	Not Sensitive	Acute
RID00310	Oncorhynchus kisutch	66.85805860178716	Sensitive	Acute
RID00310	Oncorhynchus mykiss	193.31113701598807	Not Sensitive	Acute
RID00310	Oncorhynchus tshawytscha	704.4114749046971	Not Sensitive	Acute
RID00310	Paralichthys olivaceus	212.1769402058248	Not Sensitive	Acute
RID00310	Simocephalus vetulus	123.40000000000002	Not Sensitive	Acute
RID00310	Xyrauchen texanus	186.63225697938563	Not Sensitive	Acute
Rana dalmatina	Procambarus clarkii	0.0		Acute
Rangia cuneata	Ictalurus punctatus	0.0		Acute
Raphidocelis subcapitata	Daphnia magna	0.0		Acute
Retropinna retropinna	Oncorhynchus mykiss	0.0		Acute
Rhinichthys atratulus	Oncorhynchus mykiss	0.0		Acute
Rhinichthys osculus	Ictalurus punctatus	0.0		Acute
Rhinichthys osculus	Oncorhynchus mykiss	0.0		Acute
Rhinichthys osculus	Salmo trutta	0.0		Acute
Richardsonius balteatus	Micropterus salmoides	0.0		Acute
Richardsonius balteatus	Oncorhynchus mykiss	0.0		Acute
Rutilus rutilus	Anguilla anguilla	0.0		Acute
Rutilus rutilus	Micropterus salmoides	0.0		Acute
Rutilus rutilus	Oncorhynchus mykiss	0.0		Acute
Rutilus rutilus	Salmo salar	0.0		Acute
Rutilus rutilus	Salmo trutta	0.0		Acute
Saccharina latissima	Palaemon elegans	0.0		Acute
Salmo salar	Anguilla anguilla	0.0		Acute
Salmo salar	Gadus morhua	0.0		Acute
Salmo salar	Micropterus salmoides	0.0		Acute
Salmo salar	Oncorhynchus mykiss	0.0		Acute
Salmo salar	Salmo trutta	0.0		Acute
Salmo trutta	Anguilla anguilla	0.0		Acute
Salmo trutta	Micropterus salmoides	0.0		Acute
Salmo trutta	Oncorhynchus aguabonita	0.0		Acute
Salmo trutta	Oncorhynchus mykiss	0.0		Acute
Salmo trutta	Salmo salar	0.0		Acute
Salmonidae	Ictalurus punctatus	0.0		Acute
Salmonidae	Micropterus salmoides	0.0		Acute
Salmonidae	Salmo trutta	0.0		Acute
Salvelinus fontinalis	Anguilla anguilla	0.0		Acute
Salvelinus fontinalis	Micropterus salmoides	0.0		Acute
Salvelinus fontinalis	Oncorhynchus aguabonita	0.0		Acute
Salvelinus fontinalis	Oncorhynchus mykiss	0.0		Acute
Salvelinus fontinalis	Salmo salar	0.0		Acute
Salvelinus fontinalis	Salmo trutta	0.0		Acute
Salvelinus namaycush	Anguilla anguilla	0.0		Acute
Salvelinus namaycush	Micropterus salmoides	0.0		Acute
Salvelinus namaycush	Oncorhynchus mykiss	0.0		Acute
Salvelinus namaycush	Salmo salar	0.0		Acute
Salvelinus namaycush	Salmo trutta	0.0		Acute
Sander lucioperca	Anguilla anguilla	0.0		Acute
Sander lucioperca	Micropterus salmoides	0.0		Acute
Sander lucioperca	Oncorhynchus mykiss	0.0		Acute
Sander lucioperca	Salmo salar	0.0		Acute
Sander lucioperca	Salmo trutta	0.0		Acute
Sander vitreus	Ictalurus punctatus	0.0		Acute
Sander vitreus	Micropterus salmoides	0.0		Acute
Scapholeberis kingi	Gadus morhua	0.0		Acute
Scardinius erythrophthalmus	Anguilla anguilla	0.0		Acute
Scardinius erythrophthalmus	Micropterus salmoides	0.0		Acute
Scardinius erythrophthalmus	Oncorhynchus mykiss	0.0		Acute
Scardinius erythrophthalmus	Salmo salar	0.0		Acute
Scardinius erythrophthalmus	Salmo trutta	0.0		Acute
Scenedesmus quadricauda	Daphnia magna	0.0		Acute
Scyliorhinus canicula	Gadus morhua	0.0		Acute
Semotilus atromaculatus	Oncorhynchus mykiss	0.0		Acute
Sialis lutaria	Anguilla anguilla	0.0		Acute
Sialis lutaria	Micropterus salmoides	0.0		Acute
Sialis lutaria	Oncorhynchus mykiss	0.0		Acute
Sialis lutaria	Salmo trutta	0.0		Acute
Silurus glanis	Anguilla anguilla	0.0		Acute
Silurus glanis	Micropterus salmoides	0.0		Acute
Silurus glanis	Oncorhynchus mykiss	0.0		Acute
Silurus glanis	Salmo salar	0.0		Acute
Silurus glanis	Salmo trutta	0.0		Acute
Simocephalus vetulus	Lepomis macrochirus	0.0		Acute
Simuliidae	Anguilla anguilla	0.0		Acute
Simuliidae	Carassius auratus	0.0		Acute
Simuliidae	Carassius carassius	0.0		Acute
Simuliidae	Cyprinus carpio	0.0		Acute
Simuliidae	Oncorhynchus mykiss	0.0		Acute
Simuliidae	Salmo salar	0.0		Acute
Simuliidae	Salmo trutta	0.0		Acute
Simulium vittatum	Salmo trutta	0.0		Acute
Spodoptera frugiperda	Poecilia reticulata	0.0		Acute
Strongylocentrotus droebachiensis	Gadus morhua	0.0		Acute
Strongylocentrotus droebachiensis	Homarus americanus	0.0		Acute
Subeucalanus pileatus	Gadus morhua	0.0		Acute
Synechococcus elongatus	Daphnia magna	0.0		Acute
Temora longicornis	Gadus morhua	0.0		Acute
Temora longicornis	Pandalus montagui	0.0		Acute
Temora longicornis	Salmo trutta	0.0		Acute
Tigriopus brevicornis	Pandalus montagui	0.0		Acute
Tinca tinca	Anguilla anguilla	0.0		Acute
Tinca tinca	Micropterus salmoides	0.0		Acute
Tinca tinca	Oncorhynchus mykiss	0.0		Acute
Tinca tinca	Salmo salar	0.0		Acute
Tinca tinca	Salmo trutta	0.0		Acute
Tisbe furcata	Gadus morhua	0.0		Acute
Xyrauchen texanus	Ictalurus punctatus	0.0		Acute
Xyrauchen texanus	Pimephales promelas	0.0		Acute
Zostera marina	Homarus americanus	0.0		Acute
Zostera marina	Paracentrotus lividus	0.0		Acute
Acanthocyclops vernalis	Gadus morhua	0.0		Chronic
Acartia clausi	Pandalus montagui	0.0		Chronic
Acartia clausi	Salmo trutta	0.0		Chronic
Acartia tonsa	Gadus morhua	0.0		Chronic
Algae	Danio rerio	0.0		Chronic
Alligator mississippiensis	Micropterus salmoides	0.0		Chronic
Ameiurus nebulosus	Micropterus salmoides	0.0		Chronic
Anax junius	Micropterus salmoides	0.0		Chronic
Ancylus fluviatilis	Anguilla anguilla	0.0		Chronic
Ancylus fluviatilis	Carassius carassius	0.0		Chronic
Ancylus fluviatilis	Salmo salar	0.0		Chronic
Ancylus fluviatilis	Salmo trutta	0.0		Chronic
Anguilla anguilla	Gadus morhua	0.0		Chronic
Anguilla anguilla	Micropterus salmoides	0.0		Chronic
Anguilla anguilla	Oncorhynchus mykiss	0.0		Chronic
Anguilla anguilla	Salmo salar	0.0		Chronic
Anguilla anguilla	Salmo trutta	0.0		Chronic
Animalia	Acipenser baerii	0.0		Chronic
Animalia	Acipenser ruthenus	0.0		Chronic
Animalia	Anguilla anguilla	0.0		Chronic
Animalia	Astacus leptodactylus	0.0		Chronic
Animalia	Carassius auratus	0.0		Chronic
Animalia	Channa striata	0.0		Chronic
Animalia	Chimaera monstrosa	0.0		Chronic
Animalia	Clarias gariepinus	0.0		Chronic
Animalia	Colossoma macropomum	0.0		Chronic
Animalia	Cyprinus carpio	0.0		Chronic
Animalia	Danio rerio	0.0		Chronic
Animalia	Dicentrarchus labrax	0.0		Chronic
Animalia	Gadus morhua	0.0		Chronic
Animalia	Gambusia holbrooki	0.0		Chronic
Animalia	Homarus americanus	0.0		Chronic
Animalia	Larimichthys crocea	0.0		Chronic
Animalia	Lateolabrax japonicus	0.0		Chronic
Animalia	Lepomis macrochirus	0.0		Chronic
Animalia	Micropterus salmoides	0.0		Chronic
Animalia	Monopterus albus	0.0		Chronic
Animalia	Oncorhynchus gorbuscha	0.0		Chronic
Animalia	Oncorhynchus mykiss	0.0		Chronic
Animalia	Oreochromis niloticus	0.0		Chronic
Animalia	Pagrus auratus	0.0		Chronic
Animalia	Palaemon elegans	0.0		Chronic
Animalia	Pandalus borealis	0.0		Chronic
Animalia	Pangasius pangasius	0.0		Chronic
Animalia	Paracentrotus lividus	0.0		Chronic
Animalia	Penaeus monodon	0.0		Chronic
Animalia	Pimephales promelas	0.0		Chronic
Animalia	Procambarus clarkii	0.0		Chronic
Animalia	Rhamdia quelen	0.0		Chronic
Animalia	Salmo salar	0.0		Chronic
Animalia	Salmo trutta	0.0		Chronic
Animalia	Seriola dumerili	0.0		Chronic
Animalia	Sparus aurata	0.0		Chronic
Animalia	Trachinotus ovatus	0.0		Chronic
Ankistrodesmus falcatus	Daphnia magna	0.0		Chronic
Ankistrodesmus falcatus	Oreochromis niloticus	0.0		Chronic
Anura	Channa striata	0.0		Chronic
Anura	Lates calcarifer	0.0		Chronic
Anura	Lithobates catesbeianus	0.0		Chronic
Anura	Micropterus salmoides	0.0		Chronic
Anura	Oncorhynchus mykiss	0.0		Chronic
Anura	Salmo trutta	0.0		Chronic
Aphididae	Oncorhynchus tshawytscha	0.0		Chronic
Aphididae	Salmo trutta	0.0		Chronic
Arachnida	Anguilla anguilla	0.0		Chronic
Arachnida	Carassius auratus	0.0		Chronic
Arachnida	Channa striata	0.0		Chronic
Arachnida	Danio rerio	0.0		Chronic
Arachnida	Micropterus salmoides	0.0		Chronic
Arachnida	Oncorhynchus tshawytscha	0.0		Chronic
Arachnida	Salmo trutta	0.0		Chronic
Arachnida	Trichopodus pectoralis	0.0		Chronic
Araneae	Gambusia holbrooki	0.0		Chronic
Araneae	Ictalurus punctatus	0.0		Chronic
Araneae	Micropterus salmoides	0.0		Chronic
Araneae	Rhamdia quelen	0.0		Chronic
Arenicola marina	Anguilla anguilla	0.0		Chronic
Arenicola marina	Dicentrarchus labrax	0.0		Chronic
Artemia franciscana	Danio rerio	0.0		Chronic
Artemia franciscana	Poecilia reticulata	0.0		Chronic
Artemia salina	Danio rerio	0.0		Chronic
Artemia salina	Poecilia reticulata	0.0		Chronic
Arthropoda	Acipenser ruthenus	0.0		Chronic
Arthropoda	Anguilla anguilla	0.0		Chronic
Arthropoda	Carassius auratus	0.0		Chronic
Arthropoda	Channa striata	0.0		Chronic
Arthropoda	Cyprinus carpio	0.0		Chronic
Arthropoda	Gadus morhua	0.0		Chronic
Arthropoda	Lepomis macrochirus	0.0		Chronic
Arthropoda	Micropterus salmoides	0.0		Chronic
Arthropoda	Oncorhynchus tshawytscha	0.0		Chronic
Arthropoda	Salmo trutta	0.0		Chronic
Arthropoda	Seriola dumerili	0.0		Chronic
Asellus aquaticus	Anguilla anguilla	0.0		Chronic
Asellus aquaticus	Salmo salar	0.0		Chronic
Asellus aquaticus	Salmo trutta	0.0		Chronic
Astacus astacus	Anguilla anguilla	0.0		Chronic
Astacus astacus	Carassius auratus	0.0		Chronic
Astacus astacus	Carassius carassius	0.0		Chronic
Astacus astacus	Cyprinus carpio	0.0		Chronic
Astacus astacus	Oncorhynchus mykiss	0.0		Chronic
Astacus astacus	Salmo salar	0.0		Chronic
Astacus astacus	Salmo trutta	0.0		Chronic
Austropotamobius pallipes	Anguilla anguilla	0.0		Chronic
Austropotamobius pallipes	Carassius auratus	0.0		Chronic
Austropotamobius pallipes	Carassius carassius	0.0		Chronic
Austropotamobius pallipes	Cyprinus carpio	0.0		Chronic
Austropotamobius pallipes	Oncorhynchus mykiss	0.0		Chronic
Austropotamobius pallipes	Salmo salar	0.0		Chronic
Austropotamobius pallipes	Salmo trutta	0.0		Chronic
Aves	Clarias gariepinus	0.0		Chronic
Aves	Gadus morhua	0.0		Chronic
Aves	Homarus americanus	0.0		Chronic
Aves	Lithobates catesbeianus	0.0		Chronic
Aves	Micropterus salmoides	0.0		Chronic
Aves	Oncorhynchus gorbuscha	0.0		Chronic
Aves	Pimephales promelas	0.0		Chronic
Bacillariophyceae	Carassius auratus	0.0		Chronic
Bacillariophyceae	Daphnia magna	0.0		Chronic
Bacillariophyceae	Gadus morhua	0.0		Chronic
Bacillariophyceae	Labeo rohita	0.0		Chronic
Bacillariophyceae	Oreochromis niloticus	0.0		Chronic
Bacillariophyceae	Penaeus vannamei	0.0		Chronic
Bacillariophyceae	Salmo salar	0.0		Chronic
Bacillariophyceae	Trichopodus pectoralis	0.0		Chronic
Bacillariophyta	Oreochromis niloticus	0.0		Chronic
Bacillariophyta	Poecilia reticulata	0.0		Chronic
Baetis rhodani	Anguilla anguilla	0.0		Chronic
Baetis rhodani	Carassius auratus	0.0		Chronic
Baetis rhodani	Carassius carassius	0.0		Chronic
Baetis rhodani	Cyprinus carpio	0.0		Chronic
Baetis rhodani	Oncorhynchus mykiss	0.0		Chronic
Baetis rhodani	Salmo salar	0.0		Chronic
Baetis rhodani	Salmo trutta	0.0		Chronic
Batrachochytrium dendrobatidis	Daphnia magna	0.0		Chronic
Bivalvia	Anguilla anguilla	0.0		Chronic
Bivalvia	Chimaera monstrosa	0.0		Chronic
Bivalvia	Gadus morhua	0.0		Chronic
Bivalvia	Homarus americanus	0.0		Chronic
Bivalvia	Ictalurus punctatus	0.0		Chronic
Bivalvia	Lateolabrax japonicus	0.0		Chronic
Bivalvia	Lepomis macrochirus	0.0		Chronic
Bivalvia	Micropterus salmoides	0.0		Chronic
Bivalvia	Mylopharyngodon piceus	0.0		Chronic
Bivalvia	Oncorhynchus gorbuscha	0.0		Chronic
Bivalvia	Pagrus auratus	0.0		Chronic
Bivalvia	Palaemon elegans	0.0		Chronic
Bivalvia	Penaeus monodon	0.0		Chronic
Bivalvia	Sparus aurata	0.0		Chronic
Bosmina longirostris	Gadus morhua	0.0		Chronic
Bosmina longirostris	Lepomis macrochirus	0.0		Chronic
Bosmina longirostris	Pimephales promelas	0.0		Chronic
Brachionus angularis	Oreochromis niloticus	0.0		Chronic
Brachionus calyciflorus	Oreochromis niloticus	0.0		Chronic
Brachiopoda	Gadus morhua	0.0		Chronic
Bufo bufo	Astacus leptodactylus	0.0		Chronic
Bufo bufo	Cyprinus carpio	0.0		Chronic
Bufo bufo	Procambarus clarkii	0.0		Chronic
Caenis horaria	Anguilla anguilla	0.0		Chronic
Caenis horaria	Carassius auratus	0.0		Chronic
Caenis horaria	Carassius carassius	0.0		Chronic
Caenis horaria	Cyprinus carpio	0.0		Chronic
Caenis horaria	Micropterus salmoides	0.0		Chronic
Caenis horaria	Oncorhynchus mykiss	0.0		Chronic
Caenis horaria	Salmo salar	0.0		Chronic
Caenis horaria	Salmo trutta	0.0		Chronic
Caenis luctuosa	Anguilla anguilla	0.0		Chronic
Caenis luctuosa	Carassius auratus	0.0		Chronic
Caenis luctuosa	Carassius carassius	0.0		Chronic
Caenis luctuosa	Cyprinus carpio	0.0		Chronic
Caenis luctuosa	Micropterus salmoides	0.0		Chronic
Caenis luctuosa	Oncorhynchus mykiss	0.0		Chronic
Caenis luctuosa	Salmo salar	0.0		Chronic
Caenis luctuosa	Salmo trutta	0.0		Chronic
Calanoida	Clarias gariepinus	0.0		Chronic
Calanoida	Dicentrarchus labrax	0.0		Chronic
Calanoida	Gadus morhua	0.0		Chronic
Calanoida	Lepomis macrochirus	0.0		Chronic
Calanoida	Micropterus salmoides	0.0		Chronic
Calanoida	Oncorhynchus gorbuscha	0.0		Chronic
Calanoida	Oreochromis niloticus	0.0		Chronic
Calanoida	Sparus aurata	0.0		Chronic
Callinectes sapidus	Micropterus salmoides	0.0		Chronic
Carassius auratus	Anguilla anguilla	0.0		Chronic
Carassius auratus	Lepomis macrochirus	0.0		Chronic
Carassius auratus	Micropterus salmoides	0.0		Chronic
Carassius auratus	Oncorhynchus mykiss	0.0		Chronic
Carassius auratus	Salmo salar	0.0		Chronic
Carassius auratus	Salmo trutta	0.0		Chronic
Carassius gibelio	Anguilla anguilla	0.0		Chronic
Carassius gibelio	Micropterus salmoides	0.0		Chronic
Carassius gibelio	Oncorhynchus mykiss	0.0		Chronic
Carassius gibelio	Salmo salar	0.0		Chronic
Carassius gibelio	Salmo trutta	0.0		Chronic
Carcinus maenas	Anguilla anguilla	0.0		Chronic
Carcinus maenas	Dicentrarchus labrax	0.0		Chronic
Carcinus maenas	Gadus morhua	0.0		Chronic
Carcinus maenas	Homarus americanus	0.0		Chronic
Cerastoderma edule	Anguilla anguilla	0.0		Chronic
Cerastoderma edule	Gadus morhua	0.0		Chronic
Ceratophyllum demersum	Ctenopharyngodon idella	0.0		Chronic
Ceratopogonidae	Acipenser baerii	0.0		Chronic
Ceratopogonidae	Anguilla anguilla	0.0		Chronic
Ceratopogonidae	Carassius auratus	0.0		Chronic
Ceratopogonidae	Carassius carassius	0.0		Chronic
Ceratopogonidae	Cyprinus carpio	0.0		Chronic
Ceratopogonidae	Ictalurus punctatus	0.0		Chronic
Ceratopogonidae	Lepomis macrochirus	0.0		Chronic
Ceratopogonidae	Micropterus salmoides	0.0		Chronic
Ceratopogonidae	Oncorhynchus mykiss	0.0		Chronic
Ceratopogonidae	Poecilia reticulata	0.0		Chronic
Ceratopogonidae	Salmo salar	0.0		Chronic
Ceratopogonidae	Salmo trutta	0.0		Chronic
Ceriodaphnia reticulata	Gambusia holbrooki	0.0		Chronic
Chaoborus flavicans	Cyprinus carpio	0.0		Chronic
Chelydra serpentina	Micropterus salmoides	0.0		Chronic
Cherax quadricarinatus	Channa striata	0.0		Chronic
Cherax quadricarinatus	Lates calcarifer	0.0		Chronic
Chilina gibbosa	Oncorhynchus mykiss	0.0		Chronic
Chilina gibbosa	Salmo trutta	0.0		Chronic
Chironomidae	Acipenser baerii	0.0		Chronic
Chironomidae	Acipenser ruthenus	0.0		Chronic
Chironomidae	Anguilla anguilla	0.0		Chronic
Chironomidae	Carassius auratus	0.0		Chronic
Chironomidae	Carassius carassius	0.0		Chronic
Chironomidae	Channa striata	0.0		Chronic
Chironomidae	Ctenopharyngodon idella	0.0		Chronic
Chironomidae	Cyprinus carpio	0.0		Chronic
Chironomidae	Gambusia holbrooki	0.0		Chronic
Chironomidae	Ictalurus punctatus	0.0		Chronic
Chironomidae	Lateolabrax japonicus	0.0		Chronic
Chironomidae	Lepomis macrochirus	0.0		Chronic
Chironomidae	Micropterus salmoides	0.0		Chronic
Chironomidae	Monopterus albus	0.0		Chronic
Chironomidae	Oncorhynchus aguabonita	0.0		Chronic
Chironomidae	Oncorhynchus gorbuscha	0.0		Chronic
Chironomidae	Oncorhynchus mykiss	0.0		Chronic
Chironomidae	Oncorhynchus tshawytscha	0.0		Chronic
Chironomidae	Oreochromis niloticus	0.0		Chronic
Chironomidae	Palaemon elegans	0.0		Chronic
Chironomidae	Pimephales promelas	0.0		Chronic
Chironomidae	Poecilia reticulata	0.0		Chronic
Chironomidae	Procambarus clarkii	0.0		Chronic
Chironomidae	Salmo salar	0.0		Chronic
Chironomidae	Salmo trutta	0.0		Chronic
Chironomus riparius	Anguilla anguilla	0.0		Chronic
Chironomus riparius	Carassius auratus	0.0		Chronic
Chironomus riparius	Carassius carassius	0.0		Chronic
Chironomus riparius	Cyprinus carpio	0.0		Chronic
Chironomus riparius	Micropterus salmoides	0.0		Chronic
Chironomus riparius	Salmo trutta	0.0		Chronic
Chironomus sp.	Clarias gariepinus	0.0		Chronic
Chironomus tentans	Anguilla anguilla	0.0		Chronic
Chironomus tentans	Carassius auratus	0.0		Chronic
Chironomus tentans	Carassius carassius	0.0		Chronic
Chironomus tentans	Ctenopharyngodon idella	0.0		Chronic
Chironomus tentans	Cyprinus carpio	0.0		Chronic
Chironomus tentans	Micropterus salmoides	0.0		Chronic
Chironomus tentans	Salmo trutta	0.0		Chronic
Chlamydomonas reinhardtii	Daphnia magna	0.0		Chronic
Chlorella vulgaris	Daphnia magna	0.0		Chronic
Chlorella vulgaris	Micropterus salmoides	0.0		Chronic
Chlorophyceae	Daphnia magna	0.0		Chronic
Chlorophyta	Carassius auratus	0.0		Chronic
Chlorophyta	Clarias gariepinus	0.0		Chronic
Chlorophyta	Cyprinus carpio	0.0		Chronic
Chlorophyta	Daphnia magna	0.0		Chronic
Chlorophyta	Gadus morhua	0.0		Chronic
Chlorophyta	Homarus americanus	0.0		Chronic
Chlorophyta	Oreochromis niloticus	0.0		Chronic
Chlorophyta	Pimephales promelas	0.0		Chronic
Chlorophyta	Salmo salar	0.0		Chronic
Chlorophyta	Sparus aurata	0.0		Chronic
Chlorophyta	Trichopodus pectoralis	0.0		Chronic
Ciliophora	Daphnia magna	0.0		Chronic
Cladocera	Carassius auratus	0.0		Chronic
Cladocera	Carassius carassius	0.0		Chronic
Cladocera	Clarias gariepinus	0.0		Chronic
Cladocera	Danio rerio	0.0		Chronic
Cladocera	Gadus morhua	0.0		Chronic
Cladocera	Gambusia holbrooki	0.0		Chronic
Cladocera	Lepomis macrochirus	0.0		Chronic
Cladocera	Micropterus salmoides	0.0		Chronic
Cladocera	Oncorhynchus tshawytscha	0.0		Chronic
Cloeon dipterum	Anguilla anguilla	0.0		Chronic
Cloeon dipterum	Carassius auratus	0.0		Chronic
Cloeon dipterum	Carassius carassius	0.0		Chronic
Cloeon dipterum	Cyprinus carpio	0.0		Chronic
Cloeon dipterum	Oncorhynchus mykiss	0.0		Chronic
Cloeon dipterum	Salmo salar	0.0		Chronic
Cloeon dipterum	Salmo trutta	0.0		Chronic
Clupea harengus	Anguilla anguilla	0.0		Chronic
Clupea harengus	Gadus morhua	0.0		Chronic
Clupea harengus	Gadus morhua callarias	0.0		Chronic
Clupea harengus	Oncorhynchus tshawytscha	0.0		Chronic
Clupea harengus	Salmo salar	0.0		Chronic
Clupea harengus	Salmo trutta	0.0		Chronic
Coenagrion puella	Anguilla anguilla	0.0		Chronic
Coenagrion puella	Carassius auratus	0.0		Chronic
Coenagrion puella	Carassius carassius	0.0		Chronic
Coenagrion puella	Cyprinus carpio	0.0		Chronic
Coenagrion puella	Oncorhynchus mykiss	0.0		Chronic
Coenagrion puella	Salmo salar	0.0		Chronic
Coenagrion puella	Salmo trutta	0.0		Chronic
Coenagrion pulchellum	Anguilla anguilla	0.0		Chronic
Coenagrion pulchellum	Carassius auratus	0.0		Chronic
Coenagrion pulchellum	Carassius carassius	0.0		Chronic
Coenagrion pulchellum	Cyprinus carpio	0.0		Chronic
Coenagrion pulchellum	Oncorhynchus mykiss	0.0		Chronic
Coenagrion pulchellum	Salmo salar	0.0		Chronic
Coenagrion pulchellum	Salmo trutta	0.0		Chronic
Coenagrionidae	Anguilla anguilla	0.0		Chronic
Coenagrionidae	Carassius auratus	0.0		Chronic
Coenagrionidae	Carassius carassius	0.0		Chronic
Coenagrionidae	Cyprinus carpio	0.0		Chronic
Coenagrionidae	Oncorhynchus mykiss	0.0		Chronic
Coenagrionidae	Salmo salar	0.0		Chronic
Coenagrionidae	Salmo trutta	0.0		Chronic
Coleoptera	Anguilla anguilla	0.0		Chronic
Coleoptera	Danio rerio	0.0		Chronic
Coleoptera	Ictalurus punctatus	0.0		Chronic
Coleoptera	Lates calcarifer	0.0		Chronic
Coleoptera	Lepomis macrochirus	0.0		Chronic
Coleoptera	Lithobates catesbeianus	0.0		Chronic
Coleoptera	Oncorhynchus mykiss	0.0		Chronic
Coleoptera	Rhamdia quelen	0.0		Chronic
Coleoptera	Salmo salar	0.0		Chronic
Coleoptera	Salmo trutta	0.0		Chronic
Collembola	Gambusia holbrooki	0.0		Chronic
Collembola	Salmo salar	0.0		Chronic
Copepoda	Acipenser baerii	0.0		Chronic
Copepoda	Anguilla anguilla	0.0		Chronic
Copepoda	Carassius auratus	0.0		Chronic
Copepoda	Channa striata	0.0		Chronic
Copepoda	Clarias gariepinus	0.0		Chronic
Copepoda	Cyprinus carpio	0.0		Chronic
Copepoda	Danio rerio	0.0		Chronic
Copepoda	Dicentrarchus labrax	0.0		Chronic
Copepoda	Gadus morhua	0.0		Chronic
Copepoda	Gambusia holbrooki	0.0		Chronic
Copepoda	Lateolabrax japonicus	0.0		Chronic
Copepoda	Lepomis macrochirus	0.0		Chronic
Copepoda	Micropterus salmoides	0.0		Chronic
Copepoda	Oncorhynchus gorbuscha	0.0		Chronic
Copepoda	Oncorhynchus mykiss	0.0		Chronic
Copepoda	Oncorhynchus tshawytscha	0.0		Chronic
Copepoda	Oreochromis niloticus	0.0		Chronic
Copepoda	Palaemon elegans	0.0		Chronic
Copepoda	Pandalus borealis	0.0		Chronic
Copepoda	Paracentrotus lividus	0.0		Chronic
Copepoda	Pimephales promelas	0.0		Chronic
Copepoda	Salmo trutta	0.0		Chronic
Copepoda	Sparus aurata	0.0		Chronic
Copepoda	Trichopodus pectoralis	0.0		Chronic
Corbicula fluminea	Ictalurus punctatus	0.0		Chronic
Corbicula fluminea	Lepomis macrochirus	0.0		Chronic
Coregonus clupeaformis	Micropterus salmoides	0.0		Chronic
Corixidae	Anguilla anguilla	0.0		Chronic
Corixidae	Carassius auratus	0.0		Chronic
Corixidae	Carassius carassius	0.0		Chronic
Corixidae	Cyprinus carpio	0.0		Chronic
Corixidae	Ictalurus punctatus	0.0		Chronic
Corixidae	Lepomis macrochirus	0.0		Chronic
Corixidae	Micropterus salmoides	0.0		Chronic
Corixidae	Oncorhynchus aguabonita	0.0		Chronic
Corixidae	Oncorhynchus mykiss	0.0		Chronic
Corixidae	Salmo salar	0.0		Chronic
Corixidae	Salmo trutta	0.0		Chronic
Crustacea	Acipenser baerii	0.0		Chronic
Crustacea	Acipenser ruthenus	0.0		Chronic
Crustacea	Anguilla anguilla	0.0		Chronic
Crustacea	Anguilla japonica	0.0		Chronic
Crustacea	Carassius auratus	0.0		Chronic
Crustacea	Channa striata	0.0		Chronic
Crustacea	Chimaera monstrosa	0.0		Chronic
Crustacea	Cirrhinus cirrhosus	0.0		Chronic
Crustacea	Clarias gariepinus	0.0		Chronic
Crustacea	Cyprinus carpio	0.0		Chronic
Crustacea	Danio rerio	0.0		Chronic
Crustacea	Dicentrarchus	0.0		Chronic
Crustacea	Dicentrarchus labrax	0.0		Chronic
Crustacea	Epinephelus coioides	0.0		Chronic
Crustacea	Epinephelus flavocaeruleus	0.0		Chronic
Crustacea	Epinephelus malabaricus	0.0		Chronic
Crustacea	Epinephelus tauvina	0.0		Chronic
Crustacea	Gadus morhua	0.0		Chronic
Crustacea	Gambusia holbrooki	0.0		Chronic
Crustacea	Homarus americanus	0.0		Chronic
Crustacea	Ictalurus punctatus	0.0		Chronic
Crustacea	Larimichthys crocea	0.0		Chronic
Crustacea	Lateolabrax japonicus	0.0		Chronic
Crustacea	Lates calcarifer	0.0		Chronic
Crustacea	Lepomis macrochirus	0.0		Chronic
Crustacea	Lithobates catesbeianus	0.0		Chronic
Crustacea	Micropterus salmoides	0.0		Chronic
Crustacea	Monopterus albus	0.0		Chronic
Crustacea	Mylopharyngodon piceus	0.0		Chronic
Crustacea	Oncorhynchus aguabonita	0.0		Chronic
Crustacea	Oncorhynchus gorbuscha	0.0		Chronic
Crustacea	Oncorhynchus mykiss	0.0		Chronic
Crustacea	Oncorhynchus tshawytscha	0.0		Chronic
Crustacea	Oreochromis niloticus	0.0		Chronic
Crustacea	Pagrus auratus	0.0		Chronic
Crustacea	Palaemon elegans	0.0		Chronic
Crustacea	Pandalus borealis	0.0		Chronic
Crustacea	Pangasianodon hypophthalmus	0.0		Chronic
Crustacea	Pangasius pangasius	0.0		Chronic
Crustacea	Paracentrotus lividus	0.0		Chronic
Crustacea	Paralichthys olivaceus	0.0		Chronic
Crustacea	Penaeus monodon	0.0		Chronic
Crustacea	Pimephales promelas	0.0		Chronic
Crustacea	Rhamdia quelen	0.0		Chronic
Crustacea	Salmo salar	0.0		Chronic
Crustacea	Salmo trutta	0.0		Chronic
Crustacea	Seriola dumerili	0.0		Chronic
Crustacea	Seriola lalandi	0.0		Chronic
Crustacea	Seriola zonata	0.0		Chronic
Crustacea	Sparus aurata	0.0		Chronic
Crustacea	Trachinotus ovatus	0.0		Chronic
Crustacea	Trichopodus pectoralis	0.0		Chronic
Cryptophyceae	Daphnia magna	0.0		Chronic
Ctenopharyngodon idella	Anguilla anguilla	0.0		Chronic
Ctenopharyngodon idella	Micropterus salmoides	0.0		Chronic
