id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID10271			Silver nanoparticles+Hydrogen peroxide	Mixture	38575637	In vitro	XDR46				Pseudomonas aeruginosa	μg/mL	4.0-8.0	4.0-8.0	-	-	Antibacterial
RID10272			Silver Nanoparticles+Rutin	Mixture	33429926	In vitro	Bacteria				Pseudomonas fluorescens	μg/mL	2+512	2+512	-	-	Antibacterial
RID20012			Sodium acetate-modified stilbite	Group	36882549	In vivo		Pangasianodon hypophthalmus	Fingerling	Water treatment		mg/L	10.0-100.0	100.0	-	-	Anxiolytic
RID10276			Sophora flavescens root aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	5000.0	-	-	Antiparasitic
RID10271			Silver nanoparticles+Hydrogen peroxide	Mixture	38575637	In vitro	XDR 53				Vibrio species	μg/mL	2.0-4.0	2.0-4.0	-	-	Antibacterial
RID20014			Zein nanoparticles	Nanomaterial	32637831	In vitro	ATCC-15947				Edwardsiella tarda	mg/mL	5.0	5.0	-	-	Antibacterial
RID20014			Zein nanoparticles	Nanomaterial	32637831	In vitro	ATCC-29177				Streptococcus iniae	mg/mL	5.0	5.0	-	-	Antibacterial
RID10308			Zein nanoparticles+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-15947				Edwardsiella tarda	mg/mL	5.0	5.0	-	-	Antibacterial
RID00090	CID:2407		Bithionate Sodium	Compound	34451443	In vitro	Bacteria				Vibrio Harvey	μM	0.1-10.0	10.0	-	-	Antibacterial
RID00090	CID:2407		Bithionate Sodium	Compound	34451443	In vitro	Bacteria				Vibrio anguillarum	μM	0.1-10.0	10.0	-	-	Antibacterial
RID00091	CID:243	CAS:65-85-0	Benzoic acid	Compound	30536642	In vitro	CBS 223.65				Saprolegnia parasitica	ppm	100.0	100.0	-	-	Antimicrobial
RID00091	CID:243	CAS:65-85-0	Benzoic acid	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	100.0	100.0	-	-	Antimicrobial
RID00091	CID:243	CAS:65-85-0	Benzoic acid	Compound	30536642	In vitro	ITT 320/15/20				Saprolegnia parasitica	ppm	100.0	100.0	-	-	Antimicrobial
RID00091	CID:243	CAS:65-85-0	Benzoic acid	Compound	33178154	In vitro	CBS 223.65				Saprolegnia parasitica	μg/mL	400.0-600.0	400.0-600.0	-	-	Antifungal
RID00088	CID:23928102	CAS:81525-13-5	Forsythoside B	Compound	38659458	In vitro	LY21811				Nocardia seriolae	mg/mL	0.5	0.5	-	-	Antibacterial
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	33178154	In vitro	CBS 223.65				Saprolegnia parasitica	μg/mL	400.0	400.0	-	-	Antifungal
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	36140692	In vitro	ATCC 200013				Saprolegnia parasitica	mg/L	2.0-5.0	2.0-5.0	-	-	Antimicrobial
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	25857201	In vitro	Ciliate				Ichthyophthirius multifiliis	mg/L	0.28	0.28	-	-	Antiparasitic
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	25857201	In vitro	Ciliate				Tetrahymena thermophila	mg/L	0.15	0.15	-	-	Antiparasitic
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	30536642	In vitro	CBS 223.65				Saprolegnia parasitica	ppm	250.0	250.0	-	-	Antimicrobial
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	250.0	250.0	-	-	Antimicrobial
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	30536642	In vitro	ITT 320/15/20				Saprolegnia parasitica	ppm	250.0	250.0	-	-	Antimicrobial
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	33580364	Microcosm	Phytoplanktons				Cyanobacterial blooms (dominated by Microcystis)	mg/L	0.2-1.0	0.2-1.0	-	-	Algaecide
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	g/L	0.9375	0.9375	-	-	Antibacterial
RID00087	CID:23675319	CAS:59703-84-3	Piperacillin sodium	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	300.0	300.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20170729002HP-S01 (Vo771)				Vibrio owensii	mg/L	160.0-200.0	160.0-200.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20130629001AS04 (Vp361)				Vibrio parahaemolyticus	mg/L	220.0-260.0	220.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20130629002S01 (Vp362)				Vibrio parahaemolyticus	mg/L	220.0-260.0	220.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20130629003S01 (Vc361)				Vibrio campbellii	mg/L	180.0-220.0	180.0-220.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20130722KXHPES03(Vp372)				Vibrio parahaemolyticus	mg/L	220.0-260.0	220.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20140624012-1 (Vp461)				Vibrio parahaemolyticus	mg/L	220.0-260.0	220.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20140722001-1 (Vp471)				Vibrio parahaemolyticus	mg/L	200.0-260.0	200.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	mL/L	7.5	7.5	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20140723005 (Vp472)				Vibrio parahaemolyticus	mg/L	220.0-260.0	220.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20150710009-1 (Vp571)				Vibrio parahaemolyticus	mg/L	200.0-260.0	200.0-260.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20150916005-2 (Vc591)				Vibrio campbellii	mg/L	160.0-200.0	160.0-200.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20151115018-2 (Vc5b1)				Vibrio campbellii	mg/L	160.0-200.0	160.0-200.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20151115021-3 (Vc5b2)				Vibrio campbellii	mg/L	140.0-200.0	140.0-200.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20151116002-3 (Vp5b1)				Vibrio parahaemolyticus	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20160303005-1 (Vp631)				Vibrio parahaemolyticus	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	32720097	In vitro	20140829008-1 (Vp481)				Vibrio parahaemolyticus	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00086	CID:23665760	CAS:7681-52-9	Clorox	Compound	21413505	In vitro	Bacterial cultures				Edwardsiella ictaluri & Edwardsiella tarda	mg/L	50.0-50000.0	50.0-50000.0	-	-	Antibacterial
RID00093	CID:2450	CAS:52-51-7	Bronopol	Compound	36140692	In vitro	ATCC 200013				Saprolegnia parasitica	mg/L	4.0	4.0	-	-	Antimicrobial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20130629002S01 (Vp362)				Vibrio parahaemolyticus	mg/L	260.0-320.0	260.0-320.0	-	-	Antibacterial
RID10312			Zingiber officinale ethanolic extract	Mixture	25819871	In vitro	Fins & Skin	Poecilia reticulata			Gyrodactylus turnbulli	ppt	5.0-40.0	5.0-40.0	4.9-26.1	-	Antiparasitic
RID10311			Zingiber officinale aqueous extract	Mixture	25819871	In vitro	Fins & Skin	Poecilia reticulata			Gyrodactylus turnbulli	ppt	75.0-200.0	75.0-200.0	1.8-83.5	-	Antiparasitic
RID10238			Nephrolepis biserrata aqueous extract	Mixture	37630329	In vivo		Hybrid grouper (Epinephelus fuscoguttatus x Epinephelus lanceolatus)			Zeylanicobdella arugamensis	mg/mL	25.0-100.0	25.0-100.0	11.3-43.89	-	Antiparasitic
RID00176	CID:4891	CAS:55268-74-1	Praziquantel	Compound	25819871	In vitro	Fins	Poecilia reticulata			Gyrodactylus turnbulli	ppm	3.0	3.0	306.1	-	Antiparasitic
RID00176	CID:4891	CAS:55268-74-1	Praziquantel	Compound	25819871	In vitro	Fins & Skin	Poecilia reticulata			Gyrodactylus turnbulli	ppm	3.0	3.0	306.1	-	Antiparasitic
RID10165			Lysimachia christinae leaf petroleum ether extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	21.1	21.1	21.1	-	Antiparasitic
RID10313			Zingiber officinale rhizome aqueous extract	Mixture	25819871	In vitro	Fins	Poecilia reticulata			Gyrodactylus turnbulli	ppt	75.0-200.0	75.0-200.0	1.8-83.5	-	Antiparasitic
RID10163			Lysimachia christinae leaf ethyl acetate extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	5.1	5.1	5.1	-	Antiparasitic
RID00302	CID:712	CAS:50-00-0	Formalin	Compound	37630329	In vivo		Hybrid grouper (Epinephelus fuscoguttatus x Epinephelus lanceolatus)			Zeylanicobdella arugamensis	%	0.25	0.25	3.62	-	Antiparasitic
RID10094			Clematis chinensis root methanol extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	15.9	15.9	15.9	-	Antiparasitic
RID10092			Clematis chinensis root ethyl acetate extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	8.5	8.5	8.5	-	Antiparasitic
RID10059			Caesalpinia sappan wood chloroform extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	15.6	15.6	15.6	-	Antiparasitic
RID10013		CAS:8024-37-1	Curcuma oil	Mixture	35804584	In vitro	Caudal fin	Carassius auratus			Gyrodactylus kobayashii	mg/L	12.0-18.0	12.0-18.0	420.0-480.0	-	Antiparasitic
RID10009		CAS:8014-19-5	Palmarosa oil	Mixture	35804584	In vitro	Caudal fin	Carassius auratus			Gyrodactylus kobayashii	mg/L	10.0-30.0	10.0-30.0	480.0	-	Antiparasitic
RID10162			Lysimachia christinae leaf chloroform extract	Mixture	24005478	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	17.2	17.2	17.2	-	Antiparasitic
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20130629001AS04 (Vp361)				Vibrio parahaemolyticus	mg/L	260.0-300.0	260.0-300.0	-	-	Antibacterial
RID10314			Zingiber officinale rhizome ethanol extract	Mixture	25819871	In vitro	Fins	Poecilia reticulata			Gyrodactylus turnbulli	ppt	5.0-40.0	5.0-40.0	4.9-26.1	-	Antiparasitic
RID00098	CID:25517	CAS:12125-02-9	Ammonium chloride	Compound	17891330	In vitro	E-11 cells	Channa striata			Betanodavirus	mM	0.1-1.0	1.0	-	-	Antiviral
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20130629003S01 (Vc361)				Vibrio campbellii	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20130722KXHPES03(Vp372)				Vibrio parahaemolyticus	mg/L	260.0-300.0	260.0-300.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20140624012-1 (Vp461)				Vibrio parahaemolyticus	mg/L	260.0-300.0	260.0-300.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20140722001-1 (Vp471)				Vibrio parahaemolyticus	mg/L	260.0-300.0	260.0-300.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20140723005 (Vp472)				Vibrio parahaemolyticus	mg/L	260.0-300.0	260.0-300.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20140829008-1 (Vp481)				Vibrio parahaemolyticus	mg/L	240.0-280.0	240.0-280.0	-	-	Antibacterial
RID00098	CID:25517	CAS:12125-02-9	Ammonium chloride	Compound	29890241	In vitro	Sahul Indian sea bass kidney (SISK) cell line	Lates calcarifer			Striped Jack nervous necrosis virus (SJNNV)	mM	0.1-10.0	1.0-10.0	-	-	Antiviral
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20150710009-1 (Vp571)				Vibrio parahaemolyticus	mg/L	260.0-280.0	260.0-280.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20151115018-2 (Vc5b1)				Vibrio campbellii	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20151115021-3 (Vc5b2)				Vibrio campbellii	mg/L	220.0-240.0	220.0-240.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20151116002-3 (Vp5b1)				Vibrio parahaemolyticus	mg/L	260.0-320.0	260.0-320.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20160303005-1 (Vp631)				Vibrio parahaemolyticus	mg/L	240.0-300.0	240.0-300.0	-	-	Antibacterial
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20170729002HP-S01 (Vo771)				Vibrio owensii	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00095	CID:25079965	CAS:20196-89-8	Kaempferol 7-O-rhamnoside	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	8.272	8.272	-	-	Antiparasitic
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	32720097	In vitro	20150916005-2 (Vc591)				Vibrio campbellii	mg/L	200.0-240.0	200.0-240.0	-	-	Antibacterial
RID00085	CID:23665637	CAS:74469-00-4	Amoxyclav	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	128.0-256.0	128.0-256.0	-	-	Antibacterial
RID00084	CID:23616879	CAS:475-00-3	Veratrosine	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	4.583	4.583	-	-	Antiparasitic
RID00083	CID:2353	CAS:2086-83-1	Berberine	Compound	21802525	In vivo		Carassius auratus		Injected		mg/kg	5.0-100.0	5.0-100.0	-	-	Detoxification
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-AJ				Acinetobacter johnsonii	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-AS1				Aeromonas sobria	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-AS3				Aeromonas sobria	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-AV10				Aeromonas veronii	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-BN9				Bacillus nealsonii	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-BP15				Bacillus pumilus	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-AH2				Aeromonas hydrophila	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-BS19				Bacillus subtilis	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-BT11				Bacillus thuringiensis	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-CF14				Citrobacter freundii	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-EC4				Escherichia coli	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-ED1				Edwardsiella tarda	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-ED14				Edwardsiella tarda	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-EN560				Enterobacter sp.	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-BS20				Bacillus subtilis	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-KP1				Klebsiella pneumoniae	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	E42				Yersinia ruckeri	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	ATCC 6633				Bacillus subtilis	μg	10.0	10.0	-	-	Antibacterial
RID10308			Zein nanoparticles+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-29177				Streptococcus iniae	mg/mL	5.0	5.0	-	-	Antibacterial
RID10308			Zein nanoparticles+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-7966				Aeromonas hydrophila	mg/mL	5.0	5.0	-	-	Antibacterial
RID10309			Zein nanoparticles+Eugenol	Mixture	32637831	In vitro	ATCC-15947				Edwardsiella tarda	mg/mL	5.0	5.0	-	-	Antibacterial
RID10309			Zein nanoparticles+Eugenol	Mixture	32637831	In vitro	ATCC-29177				Streptococcus iniae	mg/mL	5.0	5.0	-	-	Antibacterial
RID10309			Zein nanoparticles+Eugenol	Mixture	32637831	In vitro	ATCC-7966				Aeromonas hydrophila	mg/mL	5.0	5.0	-	-	Antibacterial
RID10310			Zein nanoparticles+Eugenol+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-15947				Edwardsiella tarda	mg/mL	5.0	5.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	BC7321				Lactobacillus plantarum	μg	10.0	10.0	-	-	Antibacterial
RID10310			Zein nanoparticles+Eugenol+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-29177				Streptococcus iniae	mg/mL	5.0	5.0	-	-	Antibacterial
RID10312			Zingiber officinale ethanolic extract	Mixture	25819871	In vivo		Poecilia reticulata		Bath	Gyrodactylus turnbulli	ppt	5.0-7.5	5.0-7.5	-	-	Antiparasitic
RID10314			Zingiber officinale rhizome ethanol extract	Mixture	25819871	In vivo		Poecilia reticulata		Bath treatment for 30 minutes	Gyrodactylus turnbulli	ppt	7.5	7.5	-	-	Antiparasitic
RID10314			Zingiber officinale rhizome ethanol extract	Mixture	25819871	In vivo		Poecilia reticulata		Bath treatment for 90 minutes	Gyrodactylus turnbulli	ppt	5.0	5.0	-	-	Antiparasitic
RID10315			Zingiber officinale rhizome ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	ATCC 25922				Escherichia coli	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	ATCC 33658				Aeromonas salmonicida	μg	10.0	10.0	-	-	Antibacterial
RID10310			Zein nanoparticles+Eugenol+Allium sativum essential oil	Mixture	32637831	In vitro	ATCC-7966				Aeromonas hydrophila	mg/mL	5.0	5.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-L24				Vibrio (Listonella) anguillarum	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-LA18				Lelliottia amnigena	μg	10.0	10.0	-	-	Antibacterial
RID00069	CID:19649	CAS:57-92-1	Streptomycin	Compound	30179290	In vitro	SY-LG1				Lactococcus garvieae	μg	10.0	10.0	-	-	Antibacterial
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	30259527	In vivo	Ah‐64R	Carassius auratus		Intraperitoneally injected with 50 mg/kg L‐aspartate	Aeromonas hydrophila	mg/kg	40.0	40.0	-	-	Antibacterial
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	30259527	In vivo	Ah‐64R	Carassius auratus		Orally with 50 mg/kg L‐aspartate	Aeromonas hydrophila	mg/kg	40.0	40.0	-	-	Antibacterial
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	30259527	In vivo	Ah‐O	Carassius auratus		Intraperitoneally injected with 50 mg/kg L‐aspartate	Aeromonas hydrophila	mg/kg	40.0	40.0	-	-	Antibacterial
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	30259527	In vivo	Ah‐O	Carassius auratus		Orally with 50 mg/kg L‐aspartate	Aeromonas hydrophila	mg/kg	40.0	40.0	-	-	Antibacterial
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	23.75-30.0	23.75-30.0	-	-	Antibacterial
RID00071	CID:197810	CAS:476-32-4	Chelidonine	Compound	21537985	In vivo		Carassius auratus			Dactylogyrus intermedius	mg/L	0.48	0.48	-	-	Antiparasitic
RID00070	CID:197162	CAS:1405-10-3	Neomycin sulfate	Compound	30259527	In vitro	Ah‐8R			With 5 mM L‐aspartate	Aeromonas hydrophila	μg/mL	0.125	0.125	-	-	Antibacterial
RID00072	CID:1990	CAS:546-88-3	Acetohydroxamic acid	Compound	33178154	In vitro	CBS 223.65				Saprolegnia parasitica	μg/mL	600.0	600.0	-	-	Antifungal
RID00076	CID:2130	CAS:768-94-5	Amantadine	Compound	34555435	In vivo		Procambarus clarkii			White spot syndrome virus (WSSV)	mg/kg	50.0	50.0	-	-	Antiviral
RID00076	CID:2130	CAS:768-94-5	Amantadine	Compound	34962648	In vitro	SSN-1 cells	Channa striata			Nervous necrosis virus (NNV)	mg/L	1.0-100.0	10.0-100.0	-	-	Antiviral
RID00076	CID:2130	CAS:768-94-5	Amantadine	Compound	34962648	In vivo		Hybrid grouper		Immersion	Nervous necrosis virus (NNV)	mg/L	27.91-40.0	27.91-40.0	-	-	Antiviral
RID00008	CID:102075992	CAS:89200-01-1	Kuwanon-O	Compound	33905159	In vitro	Parasite	Trachinotus ovatus			Neobenedenia girellae	mg/L	63.7	63.7	-	-	Antiparasitic
RID00080	CID:2256	CAS:1912-24-9	Atrazine	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	39.9	39.9	-	-	Antibacterial
