id	predecessor_pubchemid	predecessor_casrn	predecessor_smiles	successor_smiles	successor_pubchemid	reaction_name	reaction_smiles	enzyme	biosystem	transformation	source
RID00159	CID:442474	CAS:142449-87-4	C=C[C@](OC(=O)C)(CCC=C(C)C)C	[O-]C(=O)C	175	EAWAG_RULE_BT0024_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00159	CID:442474	CAS:142449-87-4	C=C[C@](OC(=O)C)(CCC=C(C)C)C	C(CCC=C(C)C)(C)(C=C)O	6549	EAWAG_RULE_BT0024_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00159	CID:442474	CAS:142449-87-4	C=C[C@](OC(=O)C)(CCC=C(C)C)C	O([C@@](CCC=C(C)C)(C)C1CO1)C(=O)C		EAWAG_RULE_BT0049		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00159	CID:442474	CAS:142449-87-4	C=C[C@](OC(=O)C)(CCC=C(C)C)C	O([C@@](CCC=C(C)C)(C)CC)C(=O)C		EAWAG_RULE_BT0291_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00159	CID:442474	CAS:142449-87-4	C=C[C@](OC(=O)C)(CCC=C(C)C)C	O([C@@](CCCC(C)C)(C)C=C)C(=O)C		EAWAG_RULE_BT0291_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	ClC1=C(OC(F)(F)C(F)C(F)(F)F)C=CC(NC(=O)NC(=O)C2=C(F)C=CC=C2F)=C1	12986427	EAWAG_RULE_BT0029		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	C1=C(OC(F)(F)C(F)C(F)(F)F)C=C(Cl)C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)=C1	165412033	EAWAG_RULE_BT0029		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	ClC1=C(OC(F)(F)C(F)C(F)(F)F)C=C(Cl)C(NC(=O)N)=C1	53831228	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	C(=O)(C1=C(F)C=CC=C1F)O	9796	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	ClC1=C(OC(F)(F)C(F)C(F)(F)F)C=C(Cl)C(N)=C1	9862220	EAWAG_RULE_BT0068		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00304	CID:71777	CAS:103055-07-8	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F	C(=O)(NC(=O)C1=C(F)C=CC=C1F)[O-]		EAWAG_RULE_BT0068		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00328	CID:892	CAS:87-89-8	OC1C(O)C(O)C(C(C1O)O)O	O=C1C(O)C(O)C(O)C(O)C1O	452	EAWAG_RULE_BT0002		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(/C=C/C=C/CCCCC)O	5282782	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	NCC(C)C	6558	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(N)/C=C/C=C/CCCCC	19812070	EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	C(C(C)C)O	6560	EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(NCC(C)C)CC/C=C/CCCCC		EAWAG_RULE_BT0291_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(NCC(C)C)/C=C/CCCCCCC	11031534	EAWAG_RULE_BT0291_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(NCC(C)C)/C=C/C=C/CCCCCO	88665228	EAWAG_RULE_BT0334		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00217	CID:5318516	CAS:18836-52-7	CCCCC/C=C/C=C/C(=O)NCC(C)C	O=C(NCC(C)(C)O)/C=C/C=C/CCCCC		EAWAG_RULE_BT0241		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	C1(=C(OC)C(=O)C=C(C1=O)C)O	119035	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	O(C1=C(C(=O)C=C(C1=O)C)O)C	136462571	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	O(C1=C(OC)C(=O)C=C(C(=O)O1)C)C		EAWAG_RULE_BT0071		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	O(C1=C(OC)OC(=O)C=C(C1=O)C)C		EAWAG_RULE_BT0071		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	O(C1C(OC)C(O)CC(C1O)C)C		EAWAG_RULE_BT0107		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00293	CID:69068	CAS:605-94-7	COC1=C(OC)C(=O)C(=CC1=O)C	O(C1=C(OC)C(=O)CC(C1=O)C)C	121387263	EAWAG_RULE_BT0291_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=3N=C(SC3)N)C(C(C1)(C[N+]4=CC=CC=C4)O)C([O-])=O		EAWAG_RULE_BT0021_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC(C)C)/C=3N=C(SC3)N)C(=C(C1)C[N+]4=CC=CC=C4)C([O-])=O		EAWAG_RULE_BT0051_PATTERN3		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@H]2N(C(=O)[C@H]2N)C(=C(C1)C[N+]3=CC=CC=C3)C([O-])=O	11055417	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	C(=O)(/C(=N\OC(C)(C)C(O)=O)/C=1N=C(SC1)N)O	11129464	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1([C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=3N=C(SC3)N)C(=C(C1)C[N+]4=CC=CC=C4)C([O-])=O)=O	172943724	EAWAG_RULE_BT0162		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=3N=C(S(C3)=O)N)C(=C(C1)C[N+]4=CC=CC=C4)C([O-])=O		EAWAG_RULE_BT0162		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@H]2N(C(=O)C2O)C(=C(C1)C[N+]3=CC=CC=C3)C([O-])=O		EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=1N=C(SC1)N	20086951	EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	SCC(=C(N1C([C@@H](C1=O)NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=2N=C(SC2)N)=O)C([O-])=O)C[N+]3=CC=CC=C3		EAWAG_RULE_BT0259		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S[C@H]1N(C(=O)[C@H]1NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=2N=C(SC2)N)C(=C(C=O)C[N+]3=CC=CC=C3)C([O-])=O		EAWAG_RULE_BT0259		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00237	CID:5481173	CAS:72558-82-8	O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-]	S1[C@@H](NC(=C(C1)C[N+]2=CC=CC=C2)C([O-])=O)[C@@H](C(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=3N=C(SC3)N		EAWAG_RULE_BT0430		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00172	CID:4622	CAS:20559-55-1	CCCOc1ccc2c(c1)[nH]c(n2)NC(=O)OC	O=CCC	527	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00172	CID:4622	CAS:20559-55-1	CCCOc1ccc2c(c1)[nH]c(n2)NC(=O)OC	C1(=CC=2NC(=NC2C=C1)NC(OC)=O)O	115152	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00172	CID:4622	CAS:20559-55-1	CCCOc1ccc2c(c1)[nH]c(n2)NC(=O)OC	O(C1=CC=2NC(=NC2C=C1)NC(=O)O)CCC	22107549	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00287	CID:6817	CAS:85-66-5	Cn1c2ccccc2nc2-c1cccc2=O	O=C1C2=NC=3C(NC2=CC=C1)=CC=CC3		EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00072	CID:1990	CAS:546-88-3	CC(=O)NO	ONC(=O)CO	21201335	EAWAG_RULE_BT0332		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C1N2[C@@H]([C@@H]3C([C@@H](CCCNCCC3)C2)=O)CCC1		EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C1N2[C@@H]([C@H]([C@H]3NCCC[C@H]3C2)CCC=O)CCC1		EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C1N2[C@@H]([C@@H]3[C@@H](NCCC3)[C@@H](CCC=O)C2)CCC1		EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C(CCC[C@H]1NC[C@@H]2CCCN3[C@@H]2[C@@H]1CCC3)[O-]		EAWAG_RULE_BT0430		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C1N2[C@@H](C3([C@H]4N(CCC3)CCC[C@H]4C2)O)CCC1		EAWAG_RULE_BT0241		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00329	CID:91466	CAS:519-02-8	O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3	O=C1N2[C@@H]([C@@H]3[C@H]4N(CCC3)CCCC4(C2)O)CCC1		EAWAG_RULE_BT0241		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00006	CID:10163	CAS:478-08-0	OCc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1	OC1=C2C(C(=O)C=3C(C2=O)=CC=CC3)=CC(O)=C1C=O	160712	EAWAG_RULE_BT0001		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00006	CID:10163	CAS:478-08-0	OCc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1	OC1(=C(C=CC(O)=C1CO)CC=2C=CC=C[CH]2C([O-])=O)O		EAWAG_RULE_BT0418_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00006	CID:10163	CAS:478-08-0	OCc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1	OC1=CC(CC=2C=CC=C[CH]2O)=[CH](C(O)=C1CO)C([O-])=O		EAWAG_RULE_BT0418_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00222	CID:5329	CAS:723-46-6	Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C	S(=O)(=O)(NC1=NOC(=C1)[CH3]O)C2=CC=C(N)C=C2		EAWAG_RULE_BT0036		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00222	CID:5329	CAS:723-46-6	Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C	S(=O)(=O)(C1=CC=C(N)C=C1)[O-]	3335443	EAWAG_RULE_BT0144		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00222	CID:5329	CAS:723-46-6	Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C	NC1=NOC(=C1)C	66172	EAWAG_RULE_BT0144		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O=C1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)[C@H]2N(C)C)C(=O)N		EAWAG_RULE_BT0002		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)[C@H]2N(C)C)C(=O)[O-]		EAWAG_RULE_BT0027		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(=O)C(C(=O)[C@H]2N(C)C)C(=O)N		EAWAG_RULE_BT0044		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C3[C@H]1[C@H](C4=C(C3=O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)[C@H]2N(C)C)C(=O)N		EAWAG_RULE_BT0044		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)[C@H]2NC)C(=O)N	54692977	EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)C2=O)C(=O)N		EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	N(C)C	674	EAWAG_RULE_BT0063_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2[C@](O)(C(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3])C(O)=C(C(=O)N)OC(=O)[C@H]2N(C)C		EAWAG_RULE_BT0071		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00228	CID:54671203	CAS:564-25-0	CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C	O[C@@H]1[C@@H]2C(O)(C(O)=C(C(=O)[C@H]2N(C)C)C(=O)N)OC(=O)C=3[C@H]1[C@H](C4=C(C3O)C(O)=CC=C4)[C@@H3]		EAWAG_RULE_BT0071		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	S(O)(=O)(=O)N1[C@H]([C@H](NC(=O)/C(=N\OC(C)C)/C=2N=C(SC2)N)C1=O)[C@@H3]		EAWAG_RULE_BT0051_PATTERN3		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	S(O)(=O)(=O)N1[C@H]([C@H](N)C1=O)[C@@H3]	133361	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	C(=O)(/C(=N\OC(C)(C)C(O)=O)/C=1N=C(SC1)N)O	11129464	EAWAG_RULE_BT0067_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	N1[C@H]([C@H](NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=2N=C(SC2)N)C1=O)[C@@H3]	71315833	EAWAG_RULE_BT0144		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	S(O)(=O)(=O)N1[C@H]([C@H](NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=2N=C(S(C2)=O)N)C1=O)[C@@H3]		EAWAG_RULE_BT0162		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	S(O)(=O)(=O)N1[C@H](C(C1=O)O)[C@@H3]		EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=1N=C(SC1)N	20086951	EAWAG_RULE_BT0243		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00243	CID:5742832	CAS:78110-38-0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O	S(O)(=O)(=O)N1C([C@H](NC(=O)/C(=N\OC(C)(C)C(O)=O)/C=2N=C(SC2)N)C1=O)CO		EAWAG_RULE_BT0333		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00108	CID:276389	CAS:26833-85-2	COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O	O([C@H]1[C@@H]2[C@@]3(N(CC[C@H2]3)CCC=4C2=CC=5OCOC5C4)C=C1OC)C(=O)[C@@](O)(CCC(O)(C)C)CC(=O)O	10529895	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00108	CID:276389	CAS:26833-85-2	COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O	O=C1[C@@H]2[C@@]3(N(CC[C@H2]3)CCC=4C2=CC=5OCOC5C4)C=C1OC	10892366	EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00108	CID:276389	CAS:26833-85-2	COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O	C(=O)([C@@](O)(CCC(O)(C)C)CC(OC)=O)O		EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00108	CID:276389	CAS:26833-85-2	COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O	O([C@H]1[C@@H]2[C@@]3(N(CC[C@H2]3)CCC=4C2=CC=5OCOC5C4)C=C1O)C(=O)[C@@](O)(CCC(O)(C)C)CC(OC)=O		EAWAG_RULE_BT0023_PATTERN2		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
RID00108	CID:276389	CAS:26833-85-2	COC(=O)C[C@@](C(=O)O[C@@H]1C(=C[C@]23[C@@H]1c1cc4OCOc4cc1CCN3CCC2)OC)(CCC(O)(C)C)O	O([C@H]1[C@@H]2[C@@]3(N(CC[C@H2]3)CCC=4C2=CC=5OCOC5C4)C=C1OC)C(=O)[C@@](O)(CCC(O)(C)C)CC([O-])=O		EAWAG_RULE_BT0024_PATTERN1		Unspecified environmental bacterial enzyme	ENVMICRO		Biotransformer3
