id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	unit	administered_dose_range	significant_dose_range	trend	measurement	effect
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Increased	Alkaline phosphatase activity	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Increased	Catalase activity	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Increased	Glutathione peroxidase activity	Enzyme(s)
RID00046	CID:14463159	CAS:13137-64-9	Periplocin	Compound	38522112	In vivo		Carassius auratus			mg/L	4.124	4.124	Increased	Lethal body concentration	Mortality
RID10103			Cuscuta chinensis seed extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	320	320	Decreased	Survival	Mortality
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	15	15	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	15	15	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	15	15	Decreased	Survival	Mortality
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	15	15	Decreased	Total hematocyte count	Biochemistry
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	15	15	Increased	Hemocyte Apoptosis	Biochemistry
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	15	15	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	15	15	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	15	15	Decreased	Survival	Mortality
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	15	15	Decreased	Total hematocyte count	Biochemistry
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	15	15	Increased	Hemocyte Apoptosis	Biochemistry
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	15	15	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	15	15	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	15	15	Decreased	Survival	Mortality
RID00047	CID:14778	CAS:1305-78-8	Calcium oxide	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	15	15	Decreased	Total hematocyte count	Biochemistry
RID10112			Deltamethrin+Azamethiphos	Mixture	34555744	In vivo		Pandalus borealis	Adult		ng/l	1+30	1+30	Decreased	Survival	Mortality
RID10114			Dianthus superbus leaf extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	800	800	Decreased	Survival	Mortality
RID10120			Eucommia ulmoides root extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	475	475	Decreased	Survival	Mortality
RID10123			Eupatorium fortunei leaf extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	800	800	Decreased	Survival	Mortality
RID10131			Formaldehyde+Oxytetracycline	Mixture	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	240	240	Decreased	Polychromatic cells	Cell(s)
RID10131			Formaldehyde+Oxytetracycline	Mixture	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	240	240	Increased	Erythroblasts	Cell(s)
RID10131			Formaldehyde+Oxytetracycline	Mixture	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	240	240	Increased	Orthochromatic normoblast (erythroblast)	Cell(s)
RID10131			Formaldehyde+Oxytetracycline	Mixture	38549574	In vivo		Dicentrarchus labrax			ppm+g/m³	200+40	200+40	Changed	Catalase activity	Enzyme(s)
RID10131			Formaldehyde+Oxytetracycline	Mixture	38549574	In vivo		Dicentrarchus labrax			ppm+g/m³	200+40	200+40	Increased	Malondialdehyde	Biochemistry
RID10135			Gardenia jasminoides fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID00005	CID:101405	CAS:3117-03-1	2,5-dimethoxy-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	3.08	3.08	Decreased	Lethal body concentration	Mortality
RID10140			Glycine max seed extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	250	250	Decreased	Survival	Mortality
RID10147			Hedyotis diffusa aerial part extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID10155			Leonurus japonicus fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	31.5	31.5	Decreased	Survival	Mortality
RID10157			Lippia alba essential oil	Mixture	36790271	In vivo		Artemia salina			μg/mL	307.95	307.95	Decreased	Lethal body concentration	Mortality
RID10158			Lippia origanoides essential oil	Mixture	36790271	In vivo		Artemia salina			μg/mL	215.73	215.73	Decreased	Lethal body concentration	Mortality
RID10159			Liquidambar formosana fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	62.5	62.5	Decreased	Survival	Mortality
RID10164			Lysimachia christinae leaf extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	300	300	Decreased	Survival	Mortality
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Decreased	Glutathione peroxidase	Enzyme(s)
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Decreased	Hydrogen peroxide	Biochemistry
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Decreased	Reactive oxygen species scavenging capacity	Cell(s)
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Decreased	Superoxide	Biochemistry
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Decreased	Total antioxidant capacity	Biochemistry
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	40	40	Increased	Caspase 3 mRNA	Genetics
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	40	40	Increased	MCM3 mRNA	Genetics
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Malondialdehyde	Biochemistry
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	40.0-140.0	40.0-140.0	Increased	Nitric Oxide concentration	Biochemistry
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the brain	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the gills	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the heart	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the intestine	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the liver	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the muscle	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	20.0-140.0	20.0-140.0	Increased	Tissue damage in the spleen	Injury
RID00053	CID:15910	CAS:1897-45-6	Chlorothalonil	Compound	33774206	In vivo		Oreochromis niloticus		Water treatment	µg/L	40	40	Increased	p53 mRNA	Genetics
RID10187			Morus alba root bark acetone extract	Mixture	24553418	In vivo		Ctenopharyngodon idella			mg/L	79.46-138.46	79.46-138.46	Decreased	Lethal body concentration	Mortality
RID10189			Morus alba root bark ethyl acetate extract	Mixture	24553418	In vivo		Ctenopharyngodon idella			mg/L	261.05-443.88	261.05-443.88	Decreased	Lethal body concentration	Mortality
RID10192			Morus alba shoot extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID10194			Natumix	Mixture	31679532	In vivo		Colossoma macropomum	Juvenile		mg/mL	14.48-15.62	14.48-15.62	Decreased	Lethal body concentration	Mortality
RID10199			Oligonol	Mixture	24423657	In vitro	E-11 cells				μg/mL	0.63-40.0	20.0-40.0	Decreased	Cell Viability	Cell(s)
RID10213			Paeonia suffruticosa root bark extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	450	450	Decreased	Survival	Mortality
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	Ex vivo		Cyprinus carpio			μL	30	30	Increased	Hemolysis	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Albumin	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Globulin	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Hematocrit (anemia)	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Hemoglobin	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	18.99	18.99	Decreased	Lethal body concentration	Mortality
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Leukocytes	Cell(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Lysozyme activity	Enzyme(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Nitroblue tetrazolium	Immunological
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Polychromatic cells	Cell(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Decreased	Protein content	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Alanine transaminase (ALT)	Enzyme(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Alkaline phosphatase	Enzyme(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Aspartate aminotransferase	Enzyme(s)
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Glucose	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Mean corpuscular hemoglobin	Biochemistry
RID10214			Parthenium hysterophorus whole plant hydroethanolic extract	Mixture	37247154	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.379-0.759	0.379-0.759	Increased	Mean corpuscular volume	Biochemistry
RID10220			Pluronic F-68 surfactant+Allium sativum essential oil	Mixture	32637831	In vivo		Artemia salina			mg/L	2.01	2.01	Decreased	Lethal body concentration	Mortality
RID10221			Pluronic F-68 surfactant+Eugenol	Mixture	32637831	In vivo		Artemia salina			mg/L	2.27	2.27	Decreased	Lethal body concentration	Mortality
RID10222			Pluronic F-68 surfactant+Eugenol+Allium sativum essential oil	Mixture	32637831	In vivo		Artemia salina			mg/L	1.72	1.72	Decreased	Lethal body concentration	Mortality
RID10225			Pogostemon cablin leaf extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID00006	CID:10163	CAS:478-08-0	Lucidin	Compound	38522112	In vivo		Carassius auratus			mg/L	8.245	8.245	Decreased	Lethal body concentration	Mortality
RID00060	CID:167928	CAS:20736-09-8	Saikosaponin a (from radix bupleuri)	Compound	25266906	In vivo		Carassius auratus			mg/L	11.2	11.2	Decreased	Lethal body concentration	Mortality
RID10251			Rosa laevigata fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	450	450	Decreased	Survival	Mortality
RID10255			Rosmarinus officinalis whole plant aqueous extract	Mixture	29080753	In vivo		Cyprinus carpio			g/L	92.5-127.2	92.5-127.2	Decreased	Lethal body concentration	Mortality
RID10256			Rosmarinus officinalis whole plant ethanol extract	Mixture	29080753	In vivo		Cyprinus carpio			g/L	1.2-2.1	1.2-2.1	Decreased	Lethal body concentration	Mortality
RID10259			Rubus chingii fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	450	450	Decreased	Survival	Mortality
RID00063	CID:17161	CAS:2460-77-7	2,5-di-tert-butyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.5761	0.5761	Decreased	Lethal body concentration	Mortality
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Decreased	Interleukin 10 mRNA	Genetics
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Decreased	Superoxide dismutase 1 mRNA	Genetics
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glutathione peroxidase mRNA	Genetics
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	HSP70 mRNA	Genetics
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Il13r1a mRNA	Genetics
RID00064	CID:176	CAS:64-19-7	Acetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Reactive oxygen species	Biochemistry
RID10273			Sodium hypochlorite+Pronase	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization	ppm	50+40.8-100+40.8	50+40.8-100+40.8	Decreased	Hatch	Mortality
RID10273			Sodium hypochlorite+Pronase	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+40.8-100+40.8	50+40.8-100+40.8	Decreased	Hatch	Mortality
RID10273			Sodium hypochlorite+Pronase	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization	ppm	50+40.8-100+40.8	50+40.8-100+40.8	Decreased	Hatch	Mortality
RID10273			Sodium hypochlorite+Pronase	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+40.8-100+40.8	50+40.8-100+40.8	Decreased	Hatch	Mortality
RID10274			Sodium hypochlorite+Pronase+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization	ppm	50+40.8+500-100+40.8+500	50+40.8+500-100+40.8+500	Decreased	Hatch	Mortality
RID10274			Sodium hypochlorite+Pronase+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+40.8+500-100+40.8+500	50+40.8+500-100+40.8+500	Decreased	Hatch	Mortality
RID10274			Sodium hypochlorite+Pronase+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization	ppm	50+40.8+500-100+40.8+500	50+40.8+500-100+40.8+500	Decreased	Hatch	Mortality
RID10274			Sodium hypochlorite+Pronase+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+40.8+500-100+40.8+500	50+40.8+500-100+40.8+500	Decreased	Hatch	Mortality
RID10275			Sodium hypochlorite+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization	ppm	50+500-100+500	50+500-100+500	Decreased	Hatch	Mortality
RID10275			Sodium hypochlorite+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+500-100+500	50+500-100+500	Decreased	Hatch	Mortality
RID10275			Sodium hypochlorite+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization	ppm	50+500-100+500	50+500-100+500	Decreased	Hatch	Mortality
RID10275			Sodium hypochlorite+Sodium Thiosulfate	Mixture	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization with 0.15 ppm methylene Blue	ppm	50+500-100+500	50+500-100+500	Decreased	Hatch	Mortality
RID10278			Sophora flavescens root extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	125	125	Decreased	Survival	Mortality
RID00065	CID:18347	CAS:3095-40-7	Spongouridine	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00065	CID:18347	CAS:3095-40-7	Spongouridine	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID10279			Sophora japonica fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	2500.0-10000.0	2500.0-10000.0	Decreased	Chlorophyll A concentration	Biochemistry
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	2500.0-10000.0	2500.0-10000.0	Decreased	Length of coral	Morphology
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	1500.0-10000.0	1500.0-10000.0	Decreased	Survival	Mortality
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	2500.0-10000.0	2500.0-10000.0	Decreased	Zooxanthellae content	Physiology
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	1500.0-10000.0	2500.0-10000.0	Increased	Catalase activity	Enzyme(s)
RID10281			Syzygium aromaticum flower bud extract	Mixture	35205146	In vivo		Goniopora columna			ppm	1500.0-10000.0	1500.0-10000.0	Increased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID10286			Total saponin from Bupleurum chinense root	Mixture	25266906	In vivo		Carassius auratus			mg/L	8.99	8.99	Decreased	Lethal body concentration	Mortality
RID10287			Tribulus terrestris fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	800	800	Decreased	Survival	Mortality
RID10292			Triticum aestivum seed extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID00067	CID:19211	CAS:3602-55-9	2-tert-butyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.618	1.618	Decreased	Lethal body concentration	Mortality
RID10304			Virkon Aquatic	Mixture	39175494	In vivo		Sparus aurata	Juvenile	Water treatment	%	1	1	Decreased	Survival	Mortality
RID10306			Xanthium sibiricum fruit extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	500	500	Decreased	Survival	Mortality
RID00068	CID:193962	CAS:269055-15-4	Etravirine	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Decreased	Lethal body concentration	Mortality
RID10308			Zein nanoparticles+Allium sativum essential oil	Mixture	32637831	In vivo		Artemia salina			mg/L	61.22	61.22	Decreased	Lethal body concentration	Mortality
RID10309			Zein nanoparticles+Eugenol	Mixture	32637831	In vivo		Artemia salina			mg/L	6.23	6.23	Decreased	Lethal body concentration	Mortality
RID10310			Zein nanoparticles+Eugenol+Allium sativum essential oil	Mixture	32637831	In vivo		Artemia salina			mg/L	5.82	5.82	Decreased	Lethal body concentration	Mortality
RID10312			Zingiber officinale ethanolic extract	Mixture	25819871	In vitro	Fins & Skin	Poecilia reticulata		Bath	ppt	2.5-10.0	5.0-10.0	Decreased	Survival	Mortality
RID10314			Zingiber officinale rhizome ethanol extract	Mixture	25819871	In vivo		Poecilia reticulata		Bath	ppt	2.5-10.0	5.0-10.0	Decreased	Survival	Mortality
RID00071	CID:197810	CAS:476-32-4	Chelidonine	Compound	21537985	In vivo		Carassius auratus			mg/L	4.54	4.54	Decreased	Lethal body concentration	Mortality
RID00074	CID:2082	CAS:54965-21-8	Albendazole	Compound	39194144	In vivo		Colossoma macropomum	Juveniles	Bath	mg/L	500	500	Decreased	Eosinophil	Cell(s)
RID00074	CID:2082	CAS:54965-21-8	Albendazole	Compound	39194144	In vivo		Colossoma macropomum	Juveniles	Bath	mg/L	500	500	Increased	Glucose	Biochemistry
RID00074	CID:2082	CAS:54965-21-8	Albendazole	Compound	39194144	In vivo		Colossoma macropomum	Juveniles	Bath	mg/L	500	500	Increased	Protein content	Biochemistry
RID00074	CID:2082	CAS:54965-21-8	Albendazole	Compound	39992024	In vivo		Carassius auratus			mg/L	2.229	2.229	Increased	Lethal body concentration	Mortality
RID00075	CID:208908	CAS:231277-92-2	Lapatinib	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Decreased	Lethal body concentration	Mortality
RID00076	CID:2130	CAS:768-94-5	Amantadine	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00076	CID:2130	CAS:768-94-5	Amantadine	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	55.61	55.61	Decreased	Lethal body concentration	Mortality
RID00077	CID:21704	CAS:5536-17-4	Vidarabine	Compound	34962648	In vitro	SSN- 1 cells				mg/L	145.92	145.92	Decreased	Lethal body concentration	Mortality
RID00077	CID:21704	CAS:5536-17-4	Vidarabine	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID00079	CID:222757	CAS:50-50-0	Estradiol benzoate	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Decreased	Lethal body concentration	Mortality
RID00082	CID:2337	CAS:94-09-7	Benzocaine	Compound	32970684	In vivo		Danio rerio	Embryos	Benzocaine nanoparticles (NP) immersion	μg/mL	3.9-62.5	62.5	Decreased	Survival	Mortality
RID00082	CID:2337	CAS:94-09-7	Benzocaine	Compound	32970684	In vivo		Danio rerio	Embryos	Chitosan-coated PLGA mucoadhesive nanoparticles containing Benzocaine (NPMAs) immersion	μg/mL	3.9-62.5	3.9-62.5	Decreased	Survival	Mortality
RID00084	CID:23616879	CAS:475-00-3	Veratrosine	Compound	38522112	In vivo		Carassius auratus			mg/L	15.243	15.243	Decreased	Lethal body concentration	Mortality
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	22562751	In vivo		Arbacia lixula	Larva		mg/l	11.1	11.1	Decreased	Acute toxic effect concentration	Physiology
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	22562751	In vivo		Paracentrotus lividus	Larva		mg/l	10.15	10.15	Decreased	Acute toxic effect concentration	Physiology
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization	ppm	50.0-100.0	50.0-100.0	Decreased	Hatch	Mortality
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 24 hours postfertilization with 0.15 ppm methylene Blue	ppm	50.0-100.0	50.0-100.0	Decreased	Hatch	Mortality
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization	ppm	50.0-100.0	50.0-100.0	Decreased	Hatch	Mortality
