id	pubchemid	casrn	phenotypeid	phenotypename	interactionactions	organismid	organism	pubmedids
RID00168	CID:4471	CAS:50-65-7	GO:1904087	negative regulation of epiboly involved in gastrulation with mouth forming second	Increases phenotype	7955	Danio rerio	30165700
RID00168	CID:4471	CAS:50-65-7	GO:0008652	amino acid biosynthetic process	Affects phenotype	7955	Danio rerio	31398420
RID00168	CID:4471	CAS:50-65-7	GO:0009790	embryo development	Decreases phenotype	7955	Danio rerio	31398420
RID00170	CID:4539	CAS:70458-96-7	GO:0006915	apoptotic process	Increases phenotype	7955	Danio rerio	30769002
RID00170	CID:4539	CAS:70458-96-7	GO:0009792	embryo development ending in birth or egg hatching	Decreases phenotype	7955	Danio rerio	30769002
RID00170	CID:4539	CAS:70458-96-7	GO:0035188	hatching	Decreases phenotype	7955	Danio rerio	30769002
RID00018	CID:10658	CAS:523-50-2	GO:0002164	larval development	Affects phenotype	7955	Danio rerio	29774767
RID00018	CID:10658	CAS:523-50-2	GO:0002164	larval development	Decreases phenotype	7955	Danio rerio	29774767
RID00018	CID:10658	CAS:523-50-2	GO:0048794	swim bladder development	Affects phenotype	7955	Danio rerio	29774767
RID00018	CID:10658	CAS:523-50-2	GO:0048794	swim bladder development	Decreases phenotype	7955	Danio rerio	29774767
RID00189	CID:5280343	CAS:117-39-5	GO:1905448	positive regulation of mitochondrial ATP synthesis coupled electron transport	Decreases phenotype	7955	Danio rerio	28450151
RID00189	CID:5280343	CAS:117-39-5	GO:0007635	chemosensory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00189	CID:5280343	CAS:117-39-5	GO:0009060	aerobic respiration	Decreases phenotype	7955	Danio rerio	28450151
RID00189	CID:5280343	CAS:117-39-5	GO:0036269	swimming behavior	Decreases phenotype	7955	Danio rerio	28450151
RID00189	CID:5280343	CAS:117-39-5	GO:0090326	positive regulation of locomotion involved in locomotory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00192	CID:5280445	CAS:491-70-3	GO:0007635	chemosensory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00192	CID:5280445	CAS:491-70-3	GO:0090326	positive regulation of locomotion involved in locomotory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00196	CID:5280805	CAS:153-18-4	GO:0030282	bone mineralization	Increases phenotype	7955	Danio rerio	34562440
RID00197	CID:5280863	CAS:520-18-3	GO:0007635	chemosensory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00197	CID:5280863	CAS:520-18-3	GO:0048598	embryonic morphogenesis	Decreases phenotype	7955	Danio rerio	27492224
RID00197	CID:5280863	CAS:520-18-3	GO:0090326	positive regulation of locomotion involved in locomotory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00198	CID:5280961	CAS:446-72-0	GO:0006536	glutamate metabolic process	Affects phenotype	8030	Salmo salar	28988043
RID00198	CID:5280961	CAS:446-72-0	GO:0090326	positive regulation of locomotion involved in locomotory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00198	CID:5280961	CAS:446-72-0	GO:0002027	regulation of heart rate	Affects phenotype	7955	Danio rerio	19750021
RID00198	CID:5280961	CAS:446-72-0	GO:0005975	carbohydrate metabolic process	Affects phenotype	8030	Salmo salar	28988043
RID00198	CID:5280961	CAS:446-72-0	GO:0006309	apoptotic DNA fragmentation	Increases phenotype	7955	Danio rerio	19750021
RID00198	CID:5280961	CAS:446-72-0	GO:0048598	embryonic morphogenesis	Decreases phenotype	7955	Danio rerio	27492224
RID00198	CID:5280961	CAS:446-72-0	GO:0007507	heart development	Affects phenotype	7955	Danio rerio	19750021
RID00198	CID:5280961	CAS:446-72-0	GO:0007596	blood coagulation	Affects phenotype	7955	Danio rerio	24992288
RID00198	CID:5280961	CAS:446-72-0	GO:0007635	chemosensory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00198	CID:5280961	CAS:446-72-0	GO:0008015	blood circulation	Affects phenotype	7955	Danio rerio	24992288
RID00198	CID:5280961	CAS:446-72-0	GO:0035188	hatching	Affects phenotype	7955	Danio rerio	19750021
RID00198	CID:5280961	CAS:446-72-0	GO:0048568	embryonic organ development	Affects phenotype	7955	Danio rerio	19750021
RID00200	CID:5281255	CAS:20784-50-3	GO:1903787	negative regulation of glutathione biosynthetic process	Increases phenotype	7955	Danio rerio	38581191
RID00200	CID:5281255	CAS:20784-50-3	GO:1903283	negative regulation of glutathione peroxidase activity	Increases phenotype	7955	Danio rerio	38581191
RID00200	CID:5281255	CAS:20784-50-3	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	Increases phenotype	7955	Danio rerio	38581191
RID00200	CID:5281255	CAS:20784-50-3	GO:0055072	iron ion homeostasis	Decreases phenotype	7955	Danio rerio	38581191
RID00200	CID:5281255	CAS:20784-50-3	GO:0050996	positive regulation of lipid catabolic process	Increases phenotype	7955	Danio rerio	38581191
RID00200	CID:5281255	CAS:20784-50-3	GO:0035188	hatching	Decreases phenotype	7955	Danio rerio	38581191
RID00204	CID:5281607	CAS:480-40-0	GO:0007635	chemosensory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00204	CID:5281607	CAS:480-40-0	GO:0048598	embryonic morphogenesis	Decreases phenotype	7955	Danio rerio	27492224
RID00204	CID:5281607	CAS:480-40-0	GO:0090326	positive regulation of locomotion involved in locomotory behavior	Increases phenotype	7955	Danio rerio	29499247
RID00229	CID:54675776	CAS:60-54-8	GO:0046500	S-adenosylmethionine metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0043651	linoleic acid metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0009069	serine family amino acid metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0006641	triglyceride metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0006631	fatty acid metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0006570	tyrosine metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0006558	L-phenylalanine metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00229	CID:54675776	CAS:60-54-8	GO:0006555	methionine metabolic process	Affects phenotype	7955	Danio rerio	32283355
RID00230	CID:54675779	CAS:79-57-2	GO:0070994	detection of oxidative stress	Increases phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0140042	lipid droplet formation	Increases phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0016298	lipase activity	Decreases phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0008653	lipopolysaccharide metabolic process	Affects phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0008206	bile acid metabolic process	Affects phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0006641	triglyceride metabolic process	Affects phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0006631	fatty acid metabolic process	Affects phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0004784	superoxide dismutase activity	Decreases phenotype	7955	Danio rerio	37027337
RID00230	CID:54675779	CAS:79-57-2	GO:0008203	cholesterol metabolic process	Affects phenotype	7955	Danio rerio	37027337
RID00236	CID:5479537	CAS:88040-23-7	GO:0010459	negative regulation of heart rate	Increases phenotype	7955	Danio rerio	29596928
RID00239	CID:5564	CAS:3380-34-5	GO:0032504	multicellular organism reproduction	Decreases phenotype	35525	Daphnia magna	28542405
RID00239	CID:5564	CAS:3380-34-5	GO:2000866	positive regulation of estradiol secretion	Increases phenotype	7962	Cyprinus carpio	29032082
RID00239	CID:5564	CAS:3380-34-5	GO:0070994	detection of oxidative stress	Increases phenotype	7955	Danio rerio	34942273
RID00239	CID:5564	CAS:3380-34-5	GO:0048874	host-mediated regulation of intestinal microbiota composition	Affects phenotype	7955	Danio rerio	31504981
RID00239	CID:5564	CAS:3380-34-5	GO:0048468	cell development	Decreases phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0046470	phosphatidylcholine metabolic process	Affects phenotype	7955	Danio rerio	36935584
RID00239	CID:5564	CAS:3380-34-5	GO:0046470	phosphatidylcholine metabolic process	Affects phenotype	35525	Daphnia magna	28542405
RID00239	CID:5564	CAS:3380-34-5	GO:0046337	phosphatidylethanolamine metabolic process	Affects phenotype	7955	Danio rerio	36935584
RID00239	CID:5564	CAS:3380-34-5	GO:0046337	phosphatidylethanolamine metabolic process	Affects phenotype	35525	Daphnia magna	28542405
RID00239	CID:5564	CAS:3380-34-5	GO:0042745	circadian sleep/wake cycle	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0035188	hatching	Decreases phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0031987	locomotion involved in locomotory behavior	Decreases phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0002164	larval development	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0021510	spinal cord development	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0009790	embryo development	Affects phenotype	7955	Danio rerio	32143076
RID00239	CID:5564	CAS:3380-34-5	GO:0009416	response to light stimulus	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0007420	brain development	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0006684	sphingomyelin metabolic process	Affects phenotype	35525	Daphnia magna	28542405
RID00239	CID:5564	CAS:3380-34-5	GO:0006641	triglyceride metabolic process	Affects phenotype	7955	Danio rerio	36935584
RID00239	CID:5564	CAS:3380-34-5	GO:0002164	larval development	Decreases phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0031987	locomotion involved in locomotory behavior	Affects phenotype	7955	Danio rerio	32060586
RID00239	CID:5564	CAS:3380-34-5	GO:0002027	regulation of heart rate	Affects phenotype	7955	Danio rerio	36935584
RID00242	CID:5742673	CAS:63527-52-6	GO:1901207	regulation of heart looping	Decreases phenotype	7955	Danio rerio	29596928
RID00242	CID:5742673	CAS:63527-52-6	GO:0010459	negative regulation of heart rate	Increases phenotype	7955	Danio rerio	29596928
RID00244	CID:5853	CAS:52-68-6	GO:1903407	negative regulation of P-type sodium:potassium-exchanging transporter activity	Increases phenotype	162147	Rhamdia quelen	30481498
RID00244	CID:5853	CAS:52-68-6	GO:0004602	glutathione peroxidase activity	Decreases phenotype	7962	Cyprinus carpio	31887601
RID00244	CID:5853	CAS:52-68-6	GO:0004784	superoxide dismutase activity	Decreases phenotype	7962	Cyprinus carpio	31887601
RID00244	CID:5853	CAS:52-68-6	GO:0004784	superoxide dismutase activity	Increases phenotype	79674	Macrobrachium rosenbergii	23340335
RID00244	CID:5853	CAS:52-68-6	GO:0006603	phosphocreatine metabolic process	Decreases phenotype	162147	Rhamdia quelen	30481498
RID00244	CID:5853	CAS:52-68-6	GO:0016042	lipid catabolic process	Affects phenotype	7962	Cyprinus carpio	31887601
RID00244	CID:5853	CAS:52-68-6	GO:0034440	lipid oxidation	Increases phenotype	162147	Rhamdia quelen	30481498
RID00244	CID:5853	CAS:52-68-6	GO:0045454	cell redox homeostasis	Decreases phenotype	162147	Rhamdia quelen	30481498
RID00244	CID:5853	CAS:52-68-6	GO:0072593	reactive oxygen species metabolic process	Affects phenotype	7962	Cyprinus carpio	31887601
RID00244	CID:5853	CAS:52-68-6	GO:1903303	negative regulation of pyruvate kinase activity	Increases phenotype	162147	Rhamdia quelen	30481498
RID00258	CID:6321424	CAS:70288-86-7	GO:0036269	swimming behavior	Decreases phenotype	8022	Oncorhynchus mykiss	24316435
RID00265	CID:638278	CAS:961-29-5	GO:0070994	detection of oxidative stress	Increases phenotype	7955	Danio rerio	36617718
RID00265	CID:638278	CAS:961-29-5	GO:0009790	embryo development	Affects phenotype	7955	Danio rerio	36617718
RID00278	CID:6585	CAS:79-21-0	GO:1900017	positive regulation of cytokine production involved in inflammatory response	Increases phenotype	8022	Oncorhynchus mykiss	34435597
RID00029	CID:12035	CAS:616-91-1	GO:0008283	cell population proliferation	Affects phenotype	7955	Danio rerio	22941245
RID00299	CID:702	CAS:64-17-5	GO:1903935	response to sodium arsenite	Decreases expression	7955	Danio rerio	29361514
RID00299	CID:702	CAS:64-17-5	GO:0061053	somite development	Affects phenotype	7955	Danio rerio	32369106
RID00299	CID:702	CAS:64-17-5	GO:0060322	head development	Affects phenotype	7955	Danio rerio	32979392
RID00299	CID:702	CAS:64-17-5	GO:0060039	pericardium development	Affects phenotype	7955	Danio rerio	32979392
RID00299	CID:702	CAS:64-17-5	GO:0051938	L-glutamate import	Decreases phenotype	7955	Danio rerio	32173352
RID00299	CID:702	CAS:64-17-5	GO:0051938	L-glutamate import	Affects phenotype	7955	Danio rerio	34728274
RID00299	CID:702	CAS:64-17-5	GO:0048840	otolith development	Affects phenotype	7955	Danio rerio	32979392
RID00299	CID:702	CAS:64-17-5	GO:0046033	AMP metabolic process	Increases phenotype	7955	Danio rerio	25883026
RID00299	CID:702	CAS:64-17-5	GO:0042541	hemoglobin biosynthetic process	Affects phenotype	7955	Danio rerio	32369106
RID00299	CID:702	CAS:64-17-5	GO:0040011	locomotion	Affects phenotype	7955	Danio rerio	25883026
RID00299	CID:702	CAS:64-17-5	GO:0035640	exploration behavior	Increases phenotype	7955	Danio rerio	32472575
RID00299	CID:702	CAS:64-17-5	GO:0031987	locomotion involved in locomotory behavior	Affects phenotype	7955	Danio rerio	32668205
RID00299	CID:702	CAS:64-17-5	GO:0016595	glutamate binding	Decreases phenotype	7955	Danio rerio	32173352
RID00299	CID:702	CAS:64-17-5	GO:0015700	arsenite transport	Affects phenotype	7955	Danio rerio	29361514
RID00299	CID:702	CAS:64-17-5	GO:0009790	embryo development	Affects phenotype	7955	Danio rerio	31690747,32369106,32668205,32767777
RID00299	CID:702	CAS:64-17-5	GO:0007420	brain development	Affects phenotype	7955	Danio rerio	31690747,32369106
RID00299	CID:702	CAS:64-17-5	GO:0007296	vitellogenesis	Affects phenotype	7955	Danio rerio	32979392
RID00299	CID:702	CAS:64-17-5	GO:0006915	apoptotic process	Increases phenotype	7955	Danio rerio	32369106
RID00299	CID:702	CAS:64-17-5	GO:0006749	glutathione metabolic process	Affects phenotype	7955	Danio rerio	32668205
RID00299	CID:702	CAS:64-17-5	GO:0005391	P-type sodium:potassium-exchanging transporter activity	Decreases phenotype	7955	Danio rerio	32173352
RID00299	CID:702	CAS:64-17-5	GO:0002209	behavioral defense response	Affects phenotype	7955	Danio rerio	32668205
RID00299	CID:702	CAS:64-17-5	GO:0002027	regulation of heart rate	Affects phenotype	7955	Danio rerio	32369106
RID00299	CID:702	CAS:64-17-5	GO:0001755	neural crest cell migration	Decreases phenotype	7955	Danio rerio	35038560
RID00299	CID:702	CAS:64-17-5	GO:0001654	eye development	Affects phenotype	7955	Danio rerio	31690747|32668205
RID00299	CID:702	CAS:64-17-5	GO:0140042	lipid droplet formation	Increases phenotype	7955	Danio rerio	26884397
RID00299	CID:702	CAS:64-17-5	GO:1904888	cranial skeletal system development	Affects phenotype	7955	Danio rerio	32369106
RID00299	CID:702	CAS:64-17-5	GO:1903935	response to sodium arsenite	Affects phenotype	7955	Danio rerio	29361514
RID00302	CID:712	CAS:50-00-0	GO:0061368	behavioral response to formalin induced pain	Increases phenotype	7955	Danio rerio	30496739
RID00031	CID:12560	CAS:114-07-8	GO:0140042	lipid droplet formation	Increases phenotype	7955	Danio rerio	32454074
RID00315	CID:784	CAS:7722-84-1	GO:0034599	cellular response to oxidative stress	Increases phenotype	7955	Danio rerio	24324558
RID00315	CID:784	CAS:7722-84-1	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	Increases phenotype	7955	Danio rerio	26846883
RID00315	CID:784	CAS:7722-84-1	GO:0072593	reactive oxygen species metabolic process	Increases phenotype	7955	Danio rerio	39551113,22941245
RID00315	CID:784	CAS:7722-84-1	GO:1900017	positive regulation of cytokine production involved in inflammatory response	Increases phenotype	8022	Oncorhynchus mykiss	34435597
RID00320	CID:8378	CAS:1404-04-2	GO:0001964	startle response	Decreases phenotype	7955	Danio rerio	38563869
RID00320	CID:8378	CAS:1404-04-2	GO:0008219	cell death	Increases phenotype	7955	Danio rerio	25556122
RID00320	CID:8378	CAS:1404-04-2	GO:0010942	positive regulation of cell death	Increases phenotype	7955	Danio rerio	30626089
RID00320	CID:8378	CAS:1404-04-2	GO:0048901	anterior lateral line neuromast development	Decreases phenotype	7955	Danio rerio	38563869
RID00320	CID:8378	CAS:1404-04-2	GO:0048903	anterior lateral line neuromast hair cell differentiation	Decreases phenotype	7955	Danio rerio	38563869
RID00320	CID:8378	CAS:1404-04-2	GO:0072593	reactive oxygen species metabolic process	Increases phenotype	7955	Danio rerio	38563869
RID00322	CID:84029	CAS:81103-11-9	GO:0140042	lipid droplet formation	Increases phenotype	7955	Danio rerio	32454074
RID00332	CID:91734	CAS:83121-18-0	GO:0032883	regulation of chitin biosynthetic process	Affects phenotype	397978	Pandalus montagui	30345541
RID00332	CID:91734	CAS:83121-18-0	GO:0048736	appendage development	Decreases phenotype	397978	Pandalus montagui	30345541
RID00332	CID:91734	CAS:83121-18-0	GO:0048069	eye pigmentation	Decreases phenotype	397978	Pandalus montagui	30345541
RID00334	CID:9415	CAS:315-22-0	GO:0140042	lipid droplet formation	Increases phenotype	7955	Danio rerio	37390955
RID00334	CID:9415	CAS:315-22-0	GO:0007033	vacuole organization	Increases phenotype	7955	Danio rerio	37390955
RID00335	CID:9547215	CAS:465-21-4	GO:0006915	apoptotic process	Increases phenotype	7955	Danio rerio	22560901
RID00338	CID:969516	CAS:458-37-7	GO:0008610	lipid biosynthetic process	Decreases phenotype	7955	Danio rerio	25559859
RID00338	CID:969516	CAS:458-37-7	GO:0019432	triglyceride biosynthetic process	Decreases phenotype	7955	Danio rerio	25559859
RID00053	CID:15910	CAS:1897-45-6	GO:0004602	glutathione peroxidase activity	Decreases phenotype	7959	Ctenopharyngodon idella	33186708
RID00053	CID:15910	CAS:1897-45-6	GO:0006749	glutathione metabolic process	Affects phenotype	7959	Ctenopharyngodon idella	33186708
RID00053	CID:15910	CAS:1897-45-6	GO:0006915	apoptotic process	Increases phenotype	7959	Ctenopharyngodon idella	33186708
RID00053	CID:15910	CAS:1897-45-6	GO:0008344	adult locomotory behavior	Affects phenotype	7955	Danio rerio	38237923
RID00053	CID:15910	CAS:1897-45-6	GO:0008345	larval locomotory behavior	Affects phenotype	7955	Danio rerio	38237923
RID00053	CID:15910	CAS:1897-45-6	GO:0016042	lipid catabolic process	Affects phenotype	7959	Ctenopharyngodon idella	33186708
RID00053	CID:15910	CAS:1897-45-6	GO:0070265	necrotic cell death	Increases phenotype	7959	Ctenopharyngodon idella	33186708
RID00064	CID:176	CAS:64-19-7	GO:0061367	behavioral response to acetic acid induced pain	Increases phenotype	7955	Danio rerio	30496739
RID00064	CID:176	CAS:64-19-7	GO:0042428	serotonin metabolic process	Affects phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0048266	behavioral response to pain	Increases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0042417	dopamine metabolic process	Affects phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0070994	detection of oxidative stress	Decreases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0070994	detection of oxidative stress	Affects phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0042415	norepinephrine metabolic process	Affects phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0035640	exploration behavior	Decreases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0034440	lipid oxidation	Decreases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0034440	lipid oxidation	Affects phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0004784	superoxide dismutase activity	Increases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0004364	glutathione transferase activity	Decreases phenotype	7955	Danio rerio	37683694
RID00064	CID:176	CAS:64-19-7	GO:0036269	swimming behavior	Decreases phenotype	7955	Danio rerio	37683694
RID00080	CID:2256	CAS:1912-24-9	GO:0042429	serotonin catabolic process	Decreases phenotype	7955	Danio rerio	25929836
RID00080	CID:2256	CAS:1912-24-9	GO:2000378	negative regulation of reactive oxygen species metabolic process	Increases phenotype	7962	Cyprinus carpio	26662364
RID00080	CID:2256	CAS:1912-24-9	GO:2000184	positive regulation of progesterone biosynthetic process	Increases phenotype	7955	Danio rerio	26891955
RID00080	CID:2256	CAS:1912-24-9	GO:1902902	negative regulation of autophagosome assembly	Increases phenotype	7962	Cyprinus carpio	26662364
RID00080	CID:2256	CAS:1912-24-9	GO:0071897	DNA biosynthetic process	Affects phenotype	7955	Danio rerio	28111253
RID00080	CID:2256	CAS:1912-24-9	GO:0070887	cellular response to chemical stimulus	Affects phenotype	7955	Danio rerio	35608517
RID00080	CID:2256	CAS:1912-24-9	GO:0046470	phosphatidylcholine metabolic process	Affects phenotype	35525	Daphnia magna	28542405
RID00080	CID:2256	CAS:1912-24-9	GO:0046337	phosphatidylethanolamine metabolic process	Affects phenotype	35525	Daphnia magna	28542405
RID00080	CID:2256	CAS:1912-24-9	GO:0044237	cellular metabolic process	Decreases phenotype	7955	Danio rerio	35608517
RID00080	CID:2256	CAS:1912-24-9	GO:0018991	oviposition	Decreases phenotype	7955	Danio rerio	26891955
RID00080	CID:2256	CAS:1912-24-9	GO:0031987	locomotion involved in locomotory behavior	Affects phenotype	7955	Danio rerio	32737625
RID00080	CID:2256	CAS:1912-24-9	GO:2000628	regulation of miRNA metabolic process	Increases phenotype	7962	Cyprinus carpio	31315571
RID00080	CID:2256	CAS:1912-24-9	GO:0006974	cellular response to DNA damage stimulus	Increases phenotype	7955	Danio rerio	28111253
RID00080	CID:2256	CAS:1912-24-9	GO:0004784	superoxide dismutase activity	Affects phenotype	7955	Danio rerio	21114466
RID00080	CID:2256	CAS:1912-24-9	GO:0004601	peroxidase activity	Affects phenotype	7955	Danio rerio	21114466
RID00080	CID:2256	CAS:1912-24-9	GO:0001541	ovarian follicle development	Affects phenotype	7955	Danio rerio	26891955
RID00080	CID:2256	CAS:1912-24-9	GO:0000737	DNA catabolic process, endonucleolytic	Increases phenotype	7955	Danio rerio	21114466
RID00080	CID:2256	CAS:1912-24-9	GO:0032504	multicellular organism reproduction	Decreases phenotype	35525	Daphnia magna	28542405
RID00083	CID:2353	CAS:2086-83-1	GO:0035188	hatching	Increases phenotype	7955	Danio rerio	37615217
RID00092	CID:24462	CAS:7758-98-7	GO:0051464	positive regulation of cortisol secretion	Increases phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:0055064	chloride ion homeostasis	Affects phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:0055075	potassium ion homeostasis	Affects phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:0042593	glucose homeostasis	Affects phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:0042632	cholesterol homeostasis	Affects phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:0045541	negative regulation of cholesterol biosynthetic process	Increases phenotype	84645	Labeo rohita	38104743
RID00092	CID:24462	CAS:7758-98-7	GO:0055078	sodium ion homeostasis	Affects phenotype	8128	Oreochromis niloticus	21229307
RID00092	CID:24462	CAS:7758-98-7	GO:1903284	positive regulation of glutathione peroxidase activity	Decreases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:0070665	positive regulation of leukocyte proliferation	Increases phenotype	7955	Danio rerio	29902668
RID00092	CID:24462	CAS:7758-98-7	GO:0090207	regulation of triglyceride metabolic process	Affects phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:1901671	positive regulation of superoxide dismutase activity	Decreases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:1901671	positive regulation of superoxide dismutase activity	Increases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:1902553	positive regulation of catalase activity	Decreases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:1903220	positive regulation of malate dehydrogenase (decarboxylating) (NADP+) activity	Increases phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:0042116	macrophage activation	Increases phenotype	7955	Danio rerio	38211931
RID00092	CID:24462	CAS:7758-98-7	GO:0070265	necrotic cell death	Increases phenotype	7955	Danio rerio	38211931
RID00092	CID:24462	CAS:7758-98-7	GO:0035675	neuromast hair cell development	Decreases phenotype	7955	Danio rerio	38211931
RID00092	CID:24462	CAS:7758-98-7	GO:1990266	neutrophil migration	Increases phenotype	7955	Danio rerio	38211931
RID00092	CID:24462	CAS:7758-98-7	GO:0034440	lipid oxidation	Decreases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:1903407	negative regulation of P-type sodium:potassium-exchanging transporter activity	Increases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:0004364	glutathione transferase activity	Decreases phenotype	37273	Gambusia holbrooki	25263413
RID00092	CID:24462	CAS:7758-98-7	GO:0006740	NADPH regeneration	Increases phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:0006853	carnitine shuttle	Increases phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:0006915	apoptotic process	Increases phenotype	7955	Danio rerio	21720676
RID00092	CID:24462	CAS:7758-98-7	GO:0006954	inflammatory response	Increases phenotype	7955	Danio rerio	31857089
RID00092	CID:24462	CAS:7758-98-7	GO:0034440	lipid oxidation	Increases phenotype	42528	Piaractus mesopotamicus	22796211
RID00092	CID:24462	CAS:7758-98-7	GO:0009051	pentose-phosphate shunt, oxidative branch	Increases phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:0010942	positive regulation of cell death	Increases phenotype	7959	Ctenopharyngodon idella	24854705
RID00092	CID:24462	CAS:7758-98-7	GO:0010942	positive regulation of cell death	Increases phenotype	8030	Salmo salar	26368670
RID00092	CID:24462	CAS:7758-98-7	GO:0010983	positive regulation of high-density lipoprotein particle clearance	Increases phenotype	84645	Labeo rohita	38104743
RID00092	CID:24462	CAS:7758-98-7	GO:0010987	negative regulation of high-density lipoprotein particle clearance	Increases phenotype	84645	Labeo rohita	38104743
RID00092	CID:24462	CAS:7758-98-7	GO:0016042	lipid catabolic process	Decreases phenotype	37273	Gambusia holbrooki	25263413
RID00092	CID:24462	CAS:7758-98-7	GO:0016477	cell migration	Increases phenotype	7955	Danio rerio	31857089
RID00092	CID:24462	CAS:7758-98-7	GO:0010868	negative regulation of triglyceride biosynthetic process	Increases phenotype	84645	Labeo rohita	38104743
RID00098	CID:25517	CAS:12125-02-9	GO:0042177	negative regulation of protein catabolic process	Increases phenotype	8030	Salmo salar	38355023
