id	chemical_name	pubchemid	casrn	latin_name	ecotox_species_group	ncbi_taxid	toxicity_type	endpoint	ppm_equivalent	trend	trend_description	effect	effect_description	measurement	measurement_description
RID00103	Thiamphenicol	CID:27200	CAS:15318-45-3	Daphnia magna	Crustaceans	35525	Acute	EC50	999.9999999999998	INC	Increasing	ITX	Intoxication	IMBL	Immobile
RID00104	Chlorpromazine	CID:2726	CAS:50-53-3	Danio rerio	Fish	7955	Acute	EC50	5.794306947981628	INC	Increasing	DVP	Development	ABNM	Abnormal
RID00104	Chlorpromazine	CID:2726	CAS:50-53-3	Danio rerio	Fish	7955	Acute	LC50	7.810761427505004	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Anguilla anguilla	Fish	7936	Acute	LC50	0.729745025396625	NR	Not reported	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia franciscana	Crustaceans	6661	Acute	LC50	17.999999999999996	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Acute	EC50	0.12299999999999997	DEC	Decreasing	MOR	Mortality	HTCH	Hatch
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Acute	LC50	0.3637334828259805	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	LOEL	0.385	DEC	Decreasing	BEH	Behavior	SWIM	Swimming
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	LOEL	0.385	DEC	Decreasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	LOEL	1.85	DEC	Decreasing	ENZ	Enzyme(s)	CEST	Cholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	NOEC	0.035	DEC	Decreasing	MOR	Mortality	HTCH	Hatch
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	NOEC	3.5	INC	Increasing	MOR	Mortality	HTCH	Hatch
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Artemia salina	Crustaceans	85549	Chronic	NOEC	3.5	NR	Not reported	MOR	Mortality	HTCH	Hatch
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Carassius auratus	Fish	7957	Acute	EC50	6.0	DEC	Decreasing	PHY	Physiology	NRUP	Neutral red uptake
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Carassius auratus	Fish	7957	Acute	LC50	3.2700000000000005	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Carassius auratus	Fish	7957	Acute	LC50	0.806	NR	Not reported	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cirrhinus mrigala	Fish	683832	Acute	LC50	3.025013615197003	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cirrhinus mrigala	Fish	683832	Chronic	LOEL	0.19	DEC	Decreasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Acute	LC50	0.08049641484823819	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.08600000000000002	DEC	Decreasing	BCM	Biochemistry	HMCT	Hematocrit (anemia)
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.17200000000000001	DEC	Decreasing	BCM	Biochemistry	HMGL	Hemoglobin
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.08600000000000002	DEC	Decreasing	BCM	Biochemistry	MCHC	Mean corpuscular (cell) hemoglobin concentration
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.08600000000000002	DEC	Decreasing	CEL	Cell(s)	RBCE	Red blood cell
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.08600000000000002	INC	Increasing	BCM	Biochemistry	MCHC	Mean corpuscular (cell) hemoglobin concentration
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.08600000000000002	INC	Increasing	BCM	Biochemistry	MCHG	Mean corpuscular hemoglobin
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.17200000000000001	INC	Increasing	BCM	Biochemistry	MCPV	Mean corpuscular volume
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Clarias gariepinus	Fish	13013	Chronic	NOEC	0.009200000000000002	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Ctenopharyngodon idella	Fish	7959	Acute	LC50	0.13825859389740947	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Acute	EC50	0.02	INC	Increasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Acute	LC50	0.0411311041068555	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Acute	LC50	0.007999999999999997	NC	Not coded	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	ALIE	Ali esterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.023999999999999997	INC	Increasing	BCM	Biochemistry	PRTL	Protein, total
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.116	INC	Increasing	ENZ	Enzyme(s)	APND	Aminopyrine n-demethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.116	INC	Increasing	ENZ	Enzyme(s)	EMDL	Erythromycin N-demethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.0116	INC	Increasing	GEN	Genetics	CC1M	Cytochrome P450, family 1, subfamily C, polypeptide 1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	0.116	INC	Increasing	GEN	Genetics	CYRN	Cytochrome P450, family 1, subfamily B, polypeptide 1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	LOEL	3.9999999999999996e-05	NC	Not coded	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	DEC	Decreasing	BCM	Biochemistry	BCLN	Beclin-1
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.075	DEC	Decreasing	BCM	Biochemistry	CCC3	Complement component C3-1
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	BCM	Biochemistry	HYDC	Hydroxide content
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	BCM	Biochemistry	SPOX	Superoxide
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	BEH	Behavior	SWIM	Swimming
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0036682420857953174	DEC	Decreasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	DEC	Decreasing	ENZ	Enzyme(s)	AHHD	Aryl hydrocarbon hydroxylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	DEC	Decreasing	ENZ	Enzyme(s)	ALPH	Alkaline phosphatase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	CTLS	Catalase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	DEC	Decreasing	ENZ	Enzyme(s)	GLPX	Glutathione peroxidase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0036682420857953174	DEC	Decreasing	ENZ	Enzyme(s)	GSTR	Glutathione S-transferase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.03354101966249684	DEC	Decreasing	ENZ	Enzyme(s)	LYZM	Lysozyme activity
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	NKAT	Sodium potassium ATPase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	NOSZ	Nitric oxide synthase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0036682420857953174	DEC	Decreasing	ENZ	Enzyme(s)	PODA	Peroxidase activity
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	ENZ	Enzyme(s)	SODA	Superoxide dismutase (SOD) enzyme activity
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	DEC	Decreasing	GEN	Genetics	BCLM	Beclin-1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.03354101966249684	DEC	Decreasing	GEN	Genetics	CC3M	Complement C3 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	GEN	Genetics	DM1M	DNA (cytosine-5-)-methyltransferase 1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	GEN	Genetics	DM3M	DNA (cytosine-5-)-methyltransferase 3 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	GEN	Genetics	DM6M	DNA (cytosine-5-)-methyltransferase 3 alpha b mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	GEN	Genetics	DM7M	DNA (cytosine-5-)-methyltransferase 3 beta mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	DEC	Decreasing	GEN	Genetics	DNMT	DNA methylation
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.03354101966249684	DEC	Decreasing	GEN	Genetics	IGHM	Immunoglobulin heavy chain, partial cds mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.075	DEC	Decreasing	IMM	Immunological	IGMT	Immunoglobulin
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.116	INC	Increasing	ACC	Accumulation	RSDE	Residue
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.03354101966249684	INC	Increasing	BCM	Biochemistry	CCC3	Complement component C3-1
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	BCM	Biochemistry	HP70	Heat shock protein 70 
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	INC	Increasing	BCM	Biochemistry	HP90	Heat shock protein 90
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0020628041156451485	INC	Increasing	BCM	Biochemistry	MLDH	Malondialdehyde
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0013899999999999993	INC	Increasing	CEL	Cell(s)	AREA	Area
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.002899999999999999	INC	Increasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	INC	Increasing	ENZ	Enzyme(s)	ACPH	Acid phosphatase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	INC	Increasing	ENZ	Enzyme(s)	APND	Aminopyrine n-demethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	CTLS	Catalase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	EROD	7-Ethoxyresorufin O-deethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	GLPX	Glutathione peroxidase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	GSTR	Glutathione S-transferase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.03354101966249684	INC	Increasing	ENZ	Enzyme(s)	LYZM	Lysozyme activity
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	NOSZ	Nitric oxide synthase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	PROD	Pentylresorufin O-deethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	ENZ	Enzyme(s)	SODA	Superoxide dismutase (SOD) enzyme activity
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	ACHR	Acetylcholinesterase mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	GTMM	Glutathione S-transferase mu mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	H70R	HSP70 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	H90R	Heat shock protein 90 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0036682420857953174	INC	Increasing	GEN	Genetics	HC7M	Heat shock cognate protein 70 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	I6MR	Interleukin 6 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0116	INC	Increasing	GEN	Genetics	I8MR	Interleukin 8 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.075	INC	Increasing	GEN	Genetics	IGHM	Immunoglobulin heavy chain, partial cds mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	ILRM	Interleukin receptor mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0036682420857953174	INC	Increasing	GEN	Genetics	MB2M	Methyl-CpG binding domain protein 2 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.0011599999999999996	INC	Increasing	GEN	Genetics	NOSR	nitric oxide synthase mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.01177803039561369	INC	Increasing	HIS	Histology	LESI	Lesions
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.075	INC	Increasing	IMM	Immunological	IGMT	Immunoglobulin
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEC	0.06693280212272606	NR	Not reported	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEL	0.0116	INC	Increasing	ENZ	Enzyme(s)	EMDL	Erythromycin N-demethylase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEL	0.0011599999999999996	INC	Increasing	GEN	Genetics	CC1M	Cytochrome P450, family 1, subfamily C, polypeptide 1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Cyprinus carpio	Fish	7962	Chronic	NOEL	0.0116	INC	Increasing	GEN	Genetics	CYRN	Cytochrome P450, family 1, subfamily B, polypeptide 1 mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Acute	EC50	0.75	INC	Increasing	BEH	Behavior	SWIM	Swimming
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Acute	EC50	1.8485157748885466	INC	Increasing	DVP	Development	ABNM	Abnormal
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Acute	EC50	3.323602680000002	INC	Increasing	DVP	Development	DFRM	Deformation
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Acute	EC50	2.958763661760002	INC	Increasing	MLT	Multiple	MULT	Multiple effects reported as one result
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Acute	LC50	2.129624322497476	INC	Increasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	LOEL	4.031796500000002	CHG	Change	~BEH	Behavior	LOCO	Distance moved, change in direct movement
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	LOEL	0.010000000000000004	DEC	Decreasing	BEH	Behavior	ACTP	Accuracy of learned task, performance
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	LOEL	0.10000000000000002	DEC	Decreasing	BEH	Behavior	SWIM	Swimming
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	LOEL	0.10000000000000002	DEC	Decreasing	MOR	Mortality	SURV	Survival
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.3505910000000002	CHG	Change	BEH	Behavior	LOCO	Distance moved, change in direct movement
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.03505910000000002	CHG	Change	BEH	Behavior	VMVT	Vertical or rearing movements
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	CHG	Change	~BEH	Behavior	LOCO	Distance moved, change in direct movement
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	CHG	Change	~MOR	Mortality	SURV	Survival
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	CHG	Change	~MPH	Morphology	ABNM	Abnormal
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.0025000000000000005	DEC	Decreasing	BEH	Behavior	ACTP	Accuracy of learned task, performance
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.0025000000000000005	DEC	Decreasing	BEH	Behavior	ACTV	Activity, general
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.029605362689891182	DEC	Decreasing	BEH	Behavior	LOCO	Distance moved, change in direct movement
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	3.505910000000002	DEC	Decreasing	BEH	Behavior	PHTR	Phototactic response
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.003505910000000004	DEC	Decreasing	BEH	Behavior	STRS	Observed stress
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.054565710956071926	DEC	Decreasing	BEH	Behavior	SWIM	Swimming
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.3505910000000002	DEC	Decreasing	DVP	Development	ABNM	Abnormal
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.1544925685435903	DEC	Decreasing	ENZ	Enzyme(s)	ACHE	Acetylcholinesterase
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	GEN	Genetics	GFAM	Glial fibrillary acidic protein mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.17320508075688773	DEC	Decreasing	GEN	Genetics	SHAM	Sonic hedgehog a mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.3	DEC	Decreasing	GEN	Genetics	TBAM	Tubulin alpha-1A chain mRNA
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	HRM	Hormone(s)	DOPA	Dopamine
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10167139000000004	DEC	Decreasing	HRM	Hormone(s)	EPNO	Epinephrine to norepinephrine ratio
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10167139000000004	DEC	Decreasing	HRM	Hormone(s)	NORE	Norepinephrine
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	HRM	Hormone(s)	SRTN	Serotonin
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.3505910000000002	DEC	Decreasing	MOR	Mortality	MORT	Mortality
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.6072414246763805	DEC	Decreasing	MOR	Mortality	SURV	Survival
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.3505910000000002	DEC	Decreasing	PHY	Physiology	HTRT	Heart rate
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	~BEH	Behavior	ACTP	Accuracy of learned task, performance
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	~BEH	Behavior	ATSK	Acquired task
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	DEC	Decreasing	~BEH	Behavior	ESCR	Escape response
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	DEC	Decreasing	~BEH	Behavior	FLIT	Flight
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10517730000000004	DEC	Decreasing	~BEH	Behavior	LOCO	Distance moved, change in direct movement
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.005999999999999998	DEC	Decreasing	~BEH	Behavior	PNPY	Prey penetration
RID00105	Chlorpyrifos	CID:2730	CAS:2921-88-2	Danio rerio	Fish	7955	Chronic	NOEC	0.10000000000000002	DEC	Decreasing	~BEH	Behavior	STLT	Startle
