CAS	Chemical	Latin Name	Group	Conc
12125-02-9	Ammonium chloride	Dicentrarchus labrax	Fish	2.0281014406666964
12125-02-9	Ammonium chloride	Homarus americanus	Crustaceans	86.56678380777214
12125-02-9	Ammonium chloride	Ictalurus punctatus	Fish	0.846357225791742
12125-02-9	Ammonium chloride	Labeo rohita	Fish	32.985850358068134
12125-02-9	Ammonium chloride	Lates calcarifer	Fish	6.954440800766613
12125-02-9	Ammonium chloride	Lepomis macrochirus	Fish	1.5859629221347162
12125-02-9	Ammonium chloride	Litopenaeus vannamei	Crustaceans	49.53310633757163
12125-02-9	Ammonium chloride	Macrobrachium rosenbergii	Crustaceans	7.615520778218701
12125-02-9	Ammonium chloride	Micropterus salmoides	Fish	0.92951600308978
12125-02-9	Ammonium chloride	Oncorhynchus mykiss	Fish	16.795919898363667
12125-02-9	Ammonium chloride	Oncorhynchus tshawytscha	Fish	4.871862180997115
12125-02-9	Ammonium chloride	Paracentrotus lividus	Invertebrates	5.04
12125-02-9	Ammonium chloride	Penaeus monodon	Crustaceans	15.93443888706238
12125-02-9	Ammonium chloride	Pimephales promelas	Fish	6.3833338581029055
12125-02-9	Ammonium chloride	Poecilia reticulata	Fish	14.948477320716835
12125-02-9	Ammonium chloride	Procambarus clarkii	Crustaceans	1.5517409577632473
12125-02-9	Ammonium chloride	Salmo salar	Fish	0.283572304178313
12125-02-9	Ammonium chloride	Salmo trutta	Fish	30.63909726650492
12125-02-9	Ammonium chloride	Sparus aurata	Fish	3.1283625051063852
122-34-9	Simazine	Artemia salina	Crustaceans	23.12
122-34-9	Simazine	Carassius auratus	Fish	35.77708763999664
122-34-9	Simazine	Cirrhinus mrigala	Fish	820.3782335198158
122-34-9	Simazine	Cyprinus carpio	Fish	36.37082555296298
122-34-9	Simazine	Danio rerio	Fish	0.8
122-34-9	Simazine	Daphnia magna	Crustaceans	5.863493414727289
122-34-9	Simazine	Labeo rohita	Fish	26.920000000000005
122-34-9	Simazine	Lepomis macrochirus	Fish	81.65095369480579
122-34-9	Simazine	Lithobates catesbeianus	Amphibians	1886.7962264113198
122-34-9	Simazine	Oncorhynchus mykiss	Fish	69.03529014623066
122-34-9	Simazine	Oncorhynchus tshawytscha	Fish	82.63448197137475
122-34-9	Simazine	Pimephales promelas	Fish	11.58801926599954
122-34-9	Simazine	Poecilia reticulata	Fish	12.946265387731446
122-34-9	Simazine	Salmo trutta	Fish	76.22335600063808
122-34-9	Simazine	Sparus aurata	Fish	4.19
1897-45-6	Chlorothalonil	Anguilla japonica	Fish	0.06465291950097844
1897-45-6	Chlorothalonil	Artemia salina	Crustaceans	1.0
1897-45-6	Chlorothalonil	Carassius auratus	Fish	0.5911192008783914
1897-45-6	Chlorothalonil	Cyprinus carpio	Fish	0.07778174593052023
1897-45-6	Chlorothalonil	Danio rerio	Fish	0.08352358739999997
1897-45-6	Chlorothalonil	Daphnia magna	Crustaceans	0.10338914049857612
1897-45-6	Chlorothalonil	Ictalurus punctatus	Fish	0.10702391544258671
1897-45-6	Chlorothalonil	Lepomis macrochirus	Fish	0.08754878284877166
1897-45-6	Chlorothalonil	Oncorhynchus mykiss	Fish	0.03527985163924556
1897-45-6	Chlorothalonil	Oreochromis niloticus	Fish	0.10954451150103321
1897-45-6	Chlorothalonil	Paracentrotus lividus	Invertebrates	0.0069797812303298455
1897-45-6	Chlorothalonil	Pimephales promelas	Fish	0.02269956075663621
1912-24-9	Atrazine	Artemia franciscana	Crustaceans	316.34649785385665
1912-24-9	Atrazine	Artemia salina	Crustaceans	47.600598092526496
1912-24-9	Atrazine	Carassius auratus	Fish	33.92789940745834
1912-24-9	Atrazine	Ctenopharyngodon idella	Fish	36.99999999999999
1912-24-9	Atrazine	Cyprinus carpio	Fish	11.431124893267311
1912-24-9	Atrazine	Danio rerio	Fish	23.93166266170819
1912-24-9	Atrazine	Daphnia magna	Crustaceans	18.913047307687336
1912-24-9	Atrazine	Ictalurus punctatus	Fish	1.327508010836647
1912-24-9	Atrazine	Lepomis macrochirus	Fish	22.906113517203963
1912-24-9	Atrazine	Lithobates catesbeianus	Amphibians	5.647622238847331
1912-24-9	Atrazine	Oncorhynchus mykiss	Fish	52.94105891335069
1912-24-9	Atrazine	Oncorhynchus tshawytscha	Fish	32.66371026680597
1912-24-9	Atrazine	Oreochromis niloticus	Fish	7.495040950399787
1912-24-9	Atrazine	Piaractus mesopotamicus	Fish	26.46
1912-24-9	Atrazine	Pimephales promelas	Fish	10.860328820567572
1912-24-9	Atrazine	Poecilia reticulata	Fish	20.64155140088609
1912-24-9	Atrazine	Rhamdia quelen	Fish	10.199999999999998
1912-24-9	Atrazine	Salmo trutta	Fish	25.980762113533164
2921-88-2	Chlorpyrifos	Anguilla anguilla	Fish	0.729745025396625
2921-88-2	Chlorpyrifos	Artemia franciscana	Crustaceans	17.999999999999996
2921-88-2	Chlorpyrifos	Artemia salina	Crustaceans	0.21151647308802118
2921-88-2	Chlorpyrifos	Carassius auratus	Fish	2.510024814175618
2921-88-2	Chlorpyrifos	Cirrhinus mrigala	Fish	3.025013615197003
2921-88-2	Chlorpyrifos	Clarias gariepinus	Fish	0.08049641484823819
2921-88-2	Chlorpyrifos	Ctenopharyngodon idella	Fish	0.13825859389740947
2921-88-2	Chlorpyrifos	Cyprinus carpio	Fish	0.0187397352119448
2921-88-2	Chlorpyrifos	Danio rerio	Fish	1.9614685988387435
2921-88-2	Chlorpyrifos	Daphnia magna	Crustaceans	0.000672781949246404
2921-88-2	Chlorpyrifos	Ictalurus punctatus	Fish	0.4718929475827301
2921-88-2	Chlorpyrifos	Labeo rohita	Fish	2.8453882419886902
2921-88-2	Chlorpyrifos	Lepomis macrochirus	Fish	0.00456701396085864
2921-88-2	Chlorpyrifos	Litopenaeus vannamei	Crustaceans	0.004799999999999999
2921-88-2	Chlorpyrifos	Macrobrachium rosenbergii	Crustaceans	0.00036642798455113415
2921-88-2	Chlorpyrifos	Oncorhynchus mykiss	Fish	0.02564741742974185
2921-88-2	Chlorpyrifos	Oreochromis niloticus	Fish	0.055888588669265285
2921-88-2	Chlorpyrifos	Paracentrotus lividus	Invertebrates	0.25228703833684973
2921-88-2	Chlorpyrifos	Penaeus monodon	Crustaceans	0.003005241116334197
2921-88-2	Chlorpyrifos	Pimephales promelas	Fish	0.14042086050414898
2921-88-2	Chlorpyrifos	Poecilia reticulata	Fish	0.04076906591036271
2921-88-2	Chlorpyrifos	Procambarus clarkii	Crustaceans	0.032041539193998735
2921-88-2	Chlorpyrifos	Tilapia sp.	Fish	0.8507596605387447
2921-88-2	Chlorpyrifos	Trichogaster pectoralis	Fish	0.010000000000000004
330-54-1	Diuron	Artemia salina	Crustaceans	12.01
330-54-1	Diuron	Carassius auratus	Fish	5.8
330-54-1	Diuron	Crassostrea gigas	Molluscs	1.527088733505686
330-54-1	Diuron	Ctenopharyngodon idella	Fish	40.02248735560188
330-54-1	Diuron	Cyprinus carpio	Fish	3.0463092423455627
330-54-1	Diuron	Daphnia magna	Crustaceans	5.929219270862213
330-54-1	Diuron	Lepomis macrochirus	Fish	10.606024551899738
330-54-1	Diuron	Lithobates catesbeianus	Amphibians	19.22420349455343
330-54-1	Diuron	Oncorhynchus mykiss	Fish	6.7145327089270515
330-54-1	Diuron	Oreochromis niloticus	Fish	10.135101039999999
330-54-1	Diuron	Paracentrotus lividus	Invertebrates	3.6431066098371137
330-54-1	Diuron	Pimephales promelas	Fish	8.5314581202866
35367-38-5	Diflubenzuron	Artemia salina	Crustaceans	0.00037000000000000005
35367-38-5	Diflubenzuron	Cyprinus carpio	Fish	388.99999999999983
35367-38-5	Diflubenzuron	Daphnia magna	Crustaceans	0.0025585942607974726
35367-38-5	Diflubenzuron	Homarus americanus	Crustaceans	1.161895003862225
35367-38-5	Diflubenzuron	Ictalurus punctatus	Fish	192.35384061671354
35367-38-5	Diflubenzuron	Lepomis macrochirus	Fish	222.50927206431126
35367-38-5	Diflubenzuron	Oncorhynchus mykiss	Fish	199.12102058654634
35367-38-5	Diflubenzuron	Pimephales promelas	Fish	278.06488832606175
35367-38-5	Diflubenzuron	Poecilia reticulata	Fish	205.0160994227497
35367-38-5	Diflubenzuron	Salmo salar	Fish	49.99999999999999
50-00-0	Formaldehyde	Anguilla japonica	Fish	419.5235392680603
50-00-0	Formaldehyde	Arbacia lixula	Invertebrates	1.79
50-00-0	Formaldehyde	Artemia franciscana	Crustaceans	293.0999999999999
50-00-0	Formaldehyde	Artemia salina	Crustaceans	2671.0000000000005
50-00-0	Formaldehyde	Carassius auratus	Fish	50.533312642547514
50-00-0	Formaldehyde	Clarias gariepinus	Fish	109.49465164344468
50-00-0	Formaldehyde	Cyprinus carpio	Fish	160.98164367405366
50-00-0	Formaldehyde	Danio rerio	Fish	41.793789964902494
50-00-0	Formaldehyde	Daphnia magna	Crustaceans	19.66164283332619
50-00-0	Formaldehyde	Ictalurus punctatus	Fish	106.89164769615653
50-00-0	Formaldehyde	Lepomis macrochirus	Fish	56.54412532811237
50-00-0	Formaldehyde	Lithobates catesbeianus	Amphibians	10.53
50-00-0	Formaldehyde	Litopenaeus vannamei	Crustaceans	358.8223153996085
50-00-0	Formaldehyde	Macrobrachium rosenbergii	Crustaceans	166.6802136965911
50-00-0	Formaldehyde	Micropterus salmoides	Fish	142.99999999999994
50-00-0	Formaldehyde	Oncorhynchus mykiss	Fish	120.07826723758333
50-00-0	Formaldehyde	Oreochromis niloticus	Fish	335.9814752499066
50-00-0	Formaldehyde	Paracentrotus lividus	Invertebrates	1.78
50-00-0	Formaldehyde	Penaeus monodon	Crustaceans	167.99999999999997
50-00-0	Formaldehyde	Pimephales promelas	Fish	29.00926510864001
50-00-0	Formaldehyde	Salmo salar	Fish	173.00000000000006
50-00-0	Formaldehyde	Salmo trutta	Fish	245.20399670478437
50-00-0	Formalin	Anguilla japonica	Fish	419.5235392680603
50-00-0	Formalin	Arbacia lixula	Invertebrates	1.79
50-00-0	Formalin	Artemia franciscana	Crustaceans	293.0999999999999
50-00-0	Formalin	Artemia salina	Crustaceans	2671.0000000000005
50-00-0	Formalin	Carassius auratus	Fish	50.533312642547514
50-00-0	Formalin	Clarias gariepinus	Fish	109.49465164344468
50-00-0	Formalin	Cyprinus carpio	Fish	160.98164367405366
50-00-0	Formalin	Danio rerio	Fish	41.793789964902494
50-00-0	Formalin	Daphnia magna	Crustaceans	19.66164283332619
50-00-0	Formalin	Ictalurus punctatus	Fish	106.89164769615653
50-00-0	Formalin	Lepomis macrochirus	Fish	56.54412532811242
50-00-0	Formalin	Lithobates catesbeianus	Amphibians	10.53
50-00-0	Formalin	Litopenaeus vannamei	Crustaceans	358.8223153996085
50-00-0	Formalin	Macrobrachium rosenbergii	Crustaceans	166.6802136965911
50-00-0	Formalin	Micropterus salmoides	Fish	142.99999999999994
50-00-0	Formalin	Oncorhynchus mykiss	Fish	120.07826723758333
50-00-0	Formalin	Oreochromis niloticus	Fish	335.9814752499066
50-00-0	Formalin	Paracentrotus lividus	Invertebrates	1.78
50-00-0	Formalin	Penaeus monodon	Crustaceans	167.99999999999997
50-00-0	Formalin	Pimephales promelas	Fish	29.009265108640026
50-00-0	Formalin	Salmo salar	Fish	173.00000000000006
50-00-0	Formalin	Salmo trutta	Fish	245.20399670478437
52-68-6	Metriphonate	Anguilla anguilla	Fish	3.849675310984032
52-68-6	Metriphonate	Anguilla japonica	Fish	6.782329983125268
52-68-6	Metriphonate	Carassius auratus	Fish	50.680102919456324
52-68-6	Metriphonate	Cyprinus carpio	Fish	19.551568996301384
52-68-6	Metriphonate	Danio rerio	Fish	27.079920126863286
52-68-6	Metriphonate	Daphnia magna	Crustaceans	0.0008989605593296973
52-68-6	Metriphonate	Gambusia holbrooki	Fish	25.808132290813806
52-68-6	Metriphonate	Ictalurus punctatus	Fish	8.475341230205402
52-68-6	Metriphonate	Lepomis macrochirus	Fish	8.175712063967737
52-68-6	Metriphonate	Macrobrachium rosenbergii	Crustaceans	0.4566095351416972
52-68-6	Metriphonate	Micropterus salmoides	Fish	6.29880941130941
52-68-6	Metriphonate	Oncorhynchus mykiss	Fish	2.9803992678504305
52-68-6	Metriphonate	Oreochromis niloticus	Fish	14.151107338809698
52-68-6	Metriphonate	Piaractus mesopotamicus	Fish	0.12653220933817602
52-68-6	Metriphonate	Pimephales promelas	Fish	61.77056558405824
52-68-6	Metriphonate	Poecilia reticulata	Fish	27.591597727500137
52-68-6	Metriphonate	Procambarus clarkii	Crustaceans	2.810213848487215
52-68-6	Metriphonate	Salmo salar	Fish	2.1338134301264122
52-68-6	Metriphonate	Salmo trutta	Fish	28.416473067044233
52-68-6	Trichlorfon	Anguilla anguilla	Fish	3.849675310984032
52-68-6	Trichlorfon	Anguilla japonica	Fish	6.782329983125268
52-68-6	Trichlorfon	Carassius auratus	Fish	50.680102919456324
52-68-6	Trichlorfon	Cyprinus carpio	Fish	19.55156899630139
52-68-6	Trichlorfon	Danio rerio	Fish	27.079920126863286
52-68-6	Trichlorfon	Daphnia magna	Crustaceans	0.0008989605593296973
52-68-6	Trichlorfon	Gambusia holbrooki	Fish	25.808132290813806
52-68-6	Trichlorfon	Ictalurus punctatus	Fish	8.475341230205402
52-68-6	Trichlorfon	Lepomis macrochirus	Fish	8.175712063967737
52-68-6	Trichlorfon	Macrobrachium rosenbergii	Crustaceans	0.4566095351416972
52-68-6	Trichlorfon	Micropterus salmoides	Fish	6.29880941130941
52-68-6	Trichlorfon	Oncorhynchus mykiss	Fish	2.9803992678504305
52-68-6	Trichlorfon	Oreochromis niloticus	Fish	14.151107338809698
52-68-6	Trichlorfon	Piaractus mesopotamicus	Fish	0.12653220933817602
52-68-6	Trichlorfon	Pimephales promelas	Fish	61.77056558405824
52-68-6	Trichlorfon	Poecilia reticulata	Fish	27.591597727500137
52-68-6	Trichlorfon	Procambarus clarkii	Crustaceans	2.810213848487215
52-68-6	Trichlorfon	Salmo salar	Fish	2.1338134301264122
52-68-6	Trichlorfon	Salmo trutta	Fish	28.416473067044233
52315-07-8	Cypermethrin	Anguilla japonica	Fish	0.005119413599369547
52315-07-8	Cypermethrin	Channa striata	Fish	2.3
52315-07-8	Cypermethrin	Cirrhinus mrigala	Fish	0.07019514469841669
52315-07-8	Cypermethrin	Crassostrea gigas	Molluscs	2.27
52315-07-8	Cypermethrin	Cyprinus carpio	Fish	0.013620805250126818
52315-07-8	Cypermethrin	Danio rerio	Fish	0.07887604177377441
52315-07-8	Cypermethrin	Daphnia magna	Crustaceans	0.0037756073828476176
52315-07-8	Cypermethrin	Homarus americanus	Crustaceans	8.221239346521723e-05
52315-07-8	Cypermethrin	Labeo rohita	Fish	0.0028794600176967207
52315-07-8	Cypermethrin	Lepomis macrochirus	Fish	0.004910707488656676
52315-07-8	Cypermethrin	Macrobrachium rosenbergii	Crustaceans	3.099999999999999e-05
52315-07-8	Cypermethrin	Oncorhynchus mykiss	Fish	0.00486304392894102
52315-07-8	Cypermethrin	Oreochromis niloticus	Fish	0.006263575071413044
52315-07-8	Cypermethrin	Poecilia reticulata	Fish	0.1052915855851977
52315-07-8	Cypermethrin	Procambarus clarkii	Crustaceans	0.00011676495778644312
52315-07-8	Cypermethrin	Rhamdia quelen	Fish	0.23378620413061638
52315-07-8	Cypermethrin	Salmo salar	Fish	0.0020000000000000005
52315-07-8	Cypermethrin	Salmo trutta	Fish	0.0011999999999999995
52315-07-8	Cypermethrin	Tilapia sp.	Fish	0.005785393288960569
52645-53-1	Permethrin	Anguilla japonica	Fish	0.51234753829798
52645-53-1	Permethrin	Carassius auratus	Fish	0.10299087621874428
52645-53-1	Permethrin	Channa striata	Fish	2.0
52645-53-1	Permethrin	Crassostrea gigas	Molluscs	2.612470095522626
52645-53-1	Permethrin	Ctenopharyngodon idella	Fish	0.022305729135840703
52645-53-1	Permethrin	Cyprinus carpio	Fish	0.0871512563480088
52645-53-1	Permethrin	Danio rerio	Fish	0.703094805265383
52645-53-1	Permethrin	Daphnia magna	Crustaceans	0.001794994802895906
52645-53-1	Permethrin	Homarus americanus	Crustaceans	0.0007299999999999997
52645-53-1	Permethrin	Ictalurus punctatus	Fish	0.00363219623649685
52645-53-1	Permethrin	Lepomis macrochirus	Fish	0.006776525612730717
52645-53-1	Permethrin	Lithobates catesbeianus	Amphibians	0.45316369091278763
52645-53-1	Permethrin	Micropterus salmoides	Fish	0.008500000000000002
52645-53-1	Permethrin	Oncorhynchus mykiss	Fish	0.2510768653298815
52645-53-1	Permethrin	Oreochromis niloticus	Fish	0.16293000388742013
52645-53-1	Permethrin	Pimephales promelas	Fish	0.012751517860561343
52645-53-1	Permethrin	Poecilia reticulata	Fish	1.104479384320906
52645-53-1	Permethrin	Procambarus clarkii	Crustaceans	0.0006341412743880232
52645-53-1	Permethrin	Salmo salar	Fish	0.0042426406871192875
52918-63-5	Deltamethrin	Anguilla anguilla	Fish	0.0010000000000000002
52918-63-5	Deltamethrin	Clarias gariepinus	Fish	0.23711644111108823
52918-63-5	Deltamethrin	Cyprinus carpio	Fish	0.0036826630697649105
52918-63-5	Deltamethrin	Danio rerio	Fish	0.0008430691947108326
52918-63-5	Deltamethrin	Daphnia magna	Crustaceans	0.0004232948417317691
52918-63-5	Deltamethrin	Homarus americanus	Crustaceans	7.017060947634742e-06
52918-63-5	Deltamethrin	Labeo rohita	Fish	1.0
52918-63-5	Deltamethrin	Lepomis macrochirus	Fish	0.0005055439116732622
52918-63-5	Deltamethrin	Oncorhynchus mykiss	Fish	0.0010248163102757307
52918-63-5	Deltamethrin	Oreochromis niloticus	Fish	0.0061363172722118
52918-63-5	Deltamethrin	Poecilia reticulata	Fish	0.11385836519385942
52918-63-5	Deltamethrin	Procambarus clarkii	Crustaceans	0.00015290698228902824
52918-63-5	Deltamethrin	Tilapia sp.	Fish	0.02929230812234396
52918-63-5	Deltametrin	Anguilla anguilla	Fish	0.0010000000000000002
52918-63-5	Deltametrin	Clarias gariepinus	Fish	0.23711644111108823
52918-63-5	Deltametrin	Cyprinus carpio	Fish	0.0036826630697649105
52918-63-5	Deltametrin	Danio rerio	Fish	0.0008430691947108326
52918-63-5	Deltametrin	Daphnia magna	Crustaceans	0.0004232948417317691
52918-63-5	Deltametrin	Homarus americanus	Crustaceans	7.017060947634742e-06
52918-63-5	Deltametrin	Labeo rohita	Fish	1.0
52918-63-5	Deltametrin	Lepomis macrochirus	Fish	0.0005055439116732622
52918-63-5	Deltametrin	Oncorhynchus mykiss	Fish	0.0010248163102757307
52918-63-5	Deltametrin	Oreochromis niloticus	Fish	0.0061363172722118
52918-63-5	Deltametrin	Poecilia reticulata	Fish	0.11385836519385942
52918-63-5	Deltametrin	Procambarus clarkii	Crustaceans	0.00015290698228902824
52918-63-5	Deltametrin	Tilapia sp.	Fish	0.02929230812234396
569-64-2	Malachite green	Danio rerio	Fish	0.055994046986241996
569-64-2	Malachite green	Ictalurus punctatus	Fish	0.23711220791779397
569-64-2	Malachite green	Lepomis macrochirus	Fish	0.24100491488990256
569-64-2	Malachite green	Macrobrachium rosenbergii	Crustaceans	1.1400000000000001
569-64-2	Malachite green	Micropterus salmoides	Fish	0.1432815410302388
569-64-2	Malachite green	Oncorhynchus mykiss	Fish	0.4891429902222445
569-64-2	Malachite green	Oncorhynchus tshawytscha	Fish	0.6277107997950828
569-64-2	Malachite green	Oreochromis niloticus	Fish	0.4730344510482287
569-64-2	Malachite green	Penaeus monodon	Crustaceans	0.35826236495632846
569-64-2	Malachite green	Pimephales promelas	Fish	0.14227573217960252
569-64-2	Malachite green	Salmo salar	Fish	0.8595177109358003
569-64-2	Malachite green	Salmo trutta	Fish	0.5059009115089104
62-73-7	Dichlorvos	Anguilla anguilla	Fish	0.852
62-73-7	Dichlorvos	Anguilla japonica	Fish	4.062019202317981
62-73-7	Dichlorvos	Artemia salina	Crustaceans	25.00733400662995
62-73-7	Dichlorvos	Carassius auratus	Fish	10.000000000000002
62-73-7	Dichlorvos	Cirrhinus mrigala	Fish	1.8205284530811474
62-73-7	Dichlorvos	Clarias gariepinus	Fish	1.7747422033609093
62-73-7	Dichlorvos	Ctenopharyngodon idella	Fish	9.289920178004593
62-73-7	Dichlorvos	Cyprinus carpio	Fish	3.5769043907395575
62-73-7	Dichlorvos	Danio rerio	Fish	29.141707436948057
62-73-7	Dichlorvos	Daphnia magna	Crustaceans	0.008174738056398807
62-73-7	Dichlorvos	Dicentrarchus labrax	Fish	1.4991233057807523
62-73-7	Dichlorvos	Labeo rohita	Fish	4.320125540312764
62-73-7	Dichlorvos	Lepomis macrochirus	Fish	1.3221635015206594
62-73-7	Dichlorvos	Oncorhynchus mykiss	Fish	0.3128445157410013
62-73-7	Dichlorvos	Pimephales promelas	Fish	7.641282878443886
62-73-7	Dichlorvos	Poecilia reticulata	Fish	2.1670073613079825
63-25-2	Carbaryl	Anguilla japonica	Fish	20.95379106343295
63-25-2	Carbaryl	Artemia salina	Crustaceans	3.850829747066314
63-25-2	Carbaryl	Carassius auratus	Fish	36.318477572040855
63-25-2	Carbaryl	Channa striata	Fish	17.500000000000004
63-25-2	Carbaryl	Cirrhinus mrigala	Fish	4.36403530897209
63-25-2	Carbaryl	Crassostrea gigas	Molluscs	2.2
63-25-2	Carbaryl	Cyprinus carpio	Fish	6.588629641614925
63-25-2	Carbaryl	Danio rerio	Fish	0.02775891983937692
63-25-2	Carbaryl	Daphnia magna	Crustaceans	0.017522011969240033
63-25-2	Carbaryl	Gambusia holbrooki	Fish	1.45
63-25-2	Carbaryl	Homarus americanus	Crustaceans	0.026549347783141747
63-25-2	Carbaryl	Ictalurus punctatus	Fish	10.44267903305725
63-25-2	Carbaryl	Labeo rohita	Fish	5.60472332317139
63-25-2	Carbaryl	Lepomis macrochirus	Fish	7.707585429349362
63-25-2	Carbaryl	Lithobates catesbeianus	Amphibians	3.007720853169806
63-25-2	Carbaryl	Micropterus salmoides	Fish	10.4
63-25-2	Carbaryl	Oncorhynchus mykiss	Fish	1.626690661767453
63-25-2	Carbaryl	Oncorhynchus tshawytscha	Fish	2.5408659941051592
63-25-2	Carbaryl	Oreochromis niloticus	Fish	4.925099291858714
63-25-2	Carbaryl	Pimephales promelas	Fish	9.699063282248343
63-25-2	Carbaryl	Poecilia reticulata	Fish	5.995387134613841
63-25-2	Carbaryl	Procambarus clarkii	Crustaceans	1.3160003861311476
63-25-2	Carbaryl	Salmo salar	Fish	1.491729263794047
63-25-2	Carbaryl	Salmo trutta	Fish	2.6806947154572325
63-25-2	Carbaryl	Tilapia sp.	Fish	1.9585000000000001
64-17-5	Ethyl alcohol	Artemia franciscana	Crustaceans	16.89146541049368
64-17-5	Ethyl alcohol	Artemia salina	Crustaceans	12616.38198263785
64-17-5	Ethyl alcohol	Carassius auratus	Fish	11999.999999999993
64-17-5	Ethyl alcohol	Cyprinus carpio	Fish	18999.999999999993
64-17-5	Ethyl alcohol	Danio rerio	Fish	5436.199251795543
64-17-5	Ethyl alcohol	Daphnia magna	Crustaceans	698.1107064101046
64-17-5	Ethyl alcohol	Oncorhynchus mykiss	Fish	7631.070238802309
64-17-5	Ethyl alcohol	Pimephales promelas	Fish	14419.040082777048
