CAS	Chemical	Latin Name	Group	Conc
7758-98-7	Copper sulphate	Gambusia holbrooki	Fish	0.21600881056900684
7758-98-7	Copper sulphate	Ictalurus punctatus	Fish	0.09703134327862133
7758-98-7	Copper sulphate	Labeo rohita	Fish	13.244251162841557
7758-98-7	Copper sulphate	Lates calcarifer	Fish	4.472135954999579
7758-98-7	Copper sulphate	Lepomis macrochirus	Fish	100.00000000000004
7758-98-7	Copper sulphate	Lithobates catesbeianus	Amphibians	2.449489742783178
7758-98-7	Copper sulphate	Litopenaeus vannamei	Crustaceans	4.247379921250672
7758-98-7	Copper sulphate	Macrobrachium rosenbergii	Crustaceans	0.08495081834790419
7758-98-7	Copper sulphate	Oncorhynchus mykiss	Fish	0.472340787379854
7758-98-7	Copper sulphate	Oreochromis niloticus	Fish	0.23432086823330153
7758-98-7	Copper sulphate	Paracentrotus lividus	Invertebrates	0.01748001829285426
7758-98-7	Copper sulphate	Penaeus monodon	Crustaceans	0.328278732154714
7758-98-7	Copper sulphate	Pimephales promelas	Fish	0.17918675943194703
7758-98-7	Copper sulphate	Procambarus clarkii	Crustaceans	0.6551853485522242
7758-98-7	Copper sulphate	Salmo salar	Fish	235.3701203286736
7758-98-7	Copper sulphate	Salmo trutta	Fish	0.011931218639204126
7758-98-7	Copper sulphate	Sebastes schlegelii	Fish	242.15627148174946
7758-98-7	Copper sulphate	Sparus aurata	Fish	1.9662231765942135
7758-98-7	Copper sulphate	Trachinotus ovatus	Fish	0.95
8003-34-7	Pyrethrins 50%	Daphnia magna	Crustaceans	0.0017838161340227863
8003-34-7	Pyrethrins 50%	Lepomis macrochirus	Fish	0.005400000000000001
8003-34-7	Pyrethrins 50%	Oncorhynchus mykiss	Fish	0.0031000000000000003
8003-34-7	Pyrethrins 50%	Pimephales promelas	Fish	0.0018999999999999996
